buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum
med,vhigh,5more,4,big,low,unacc,960
low,low,2,2,med,high,unacc,1625
high,vhigh,3,2,big,low,unacc,465
low,vhigh,2,more,med,med,unacc,1318
high,low,2,more,small,high,unacc,776
vhigh,vhigh,5more,more,big,med,unacc,106
low,high,3,2,small,med,unacc,1432
high,vhigh,4,4,med,high,unacc,500
vhigh,low,2,2,small,high,unacc,326
high,med,2,4,small,low,unacc,657
vhigh,med,2,2,med,low,unacc,219
low,low,4,2,big,low,unacc,1680
med,low,5more,more,med,low,unacc,1290
low,med,5more,2,big,med,unacc,1600
vhigh,high,3,4,big,low,unacc,150
high,low,4,4,big,low,unacc,825
vhigh,vhigh,5more,4,big,med,unacc,97
high,vhigh,2,4,med,low,unacc,444
vhigh,low,5more,4,small,med,unacc,415
vhigh,low,4,more,small,low,unacc,396
vhigh,med,3,2,small,low,unacc,243
high,low,5more,4,big,low,unacc,852
low,high,5more,2,small,low,unacc,1485
low,high,5more,2,med,low,unacc,1488
med,high,3,4,big,low,unacc,1014
high,low,3,2,small,high,unacc,785
low,high,2,more,small,high,unacc,1424
vhigh,high,5more,more,big,med,unacc,214
med,vhigh,2,more,big,low,unacc,888
vhigh,vhigh,4,more,small,med,unacc,73
med,low,2,more,small,high,unacc,1208
vhigh,med,5more,4,small,low,unacc,306
vhigh,med,4,more,big,low,unacc,294
med,low,4,2,big,low,unacc,1248
vhigh,low,4,2,small,low,unacc,378
vhigh,vhigh,2,2,small,high,unacc,2
high,low,5more,more,small,med,unacc,856
vhigh,vhigh,4,4,big,high,unacc,71
vhigh,vhigh,2,4,small,low,unacc,9
vhigh,vhigh,2,4,med,high,unacc,14
low,high,3,4,med,low,unacc,1443
low,low,5more,2,big,med,unacc,1708
vhigh,med,4,2,big,low,unacc,276
low,high,3,4,small,low,unacc,1440
med,high,2,4,small,low,unacc,981
high,low,4,2,med,high,unacc,815
high,low,3,4,med,med,unacc,796
high,med,3,2,med,low,unacc,678
high,low,3,4,med,low,unacc,795
vhigh,med,4,2,med,med,unacc,274
vhigh,med,3,4,big,low,unacc,258
high,med,2,more,small,med,unacc,667
high,high,2,2,med,med,unacc,544
vhigh,vhigh,2,2,med,low,unacc,3
low,vhigh,4,2,med,low,unacc,1353
low,high,3,4,big,low,unacc,1446
high,vhigh,3,more,med,high,unacc,482
med,med,2,2,big,med,unacc,1087
low,vhigh,5more,2,small,low,unacc,1377
low,low,3,2,med,low,unacc,1650
med,vhigh,4,4,small,low,unacc,927
high,vhigh,5more,2,med,med,unacc,517
vhigh,med,4,2,small,med,unacc,271
vhigh,high,3,2,small,high,unacc,137
med,low,5more,2,small,low,unacc,1269
vhigh,vhigh,3,2,small,med,unacc,28
vhigh,vhigh,5more,more,big,low,unacc,105
med,vhigh,4,2,med,high,unacc,923
low,vhigh,5more,2,big,low,unacc,1383
high,vhigh,3,2,small,high,unacc,461
med,high,3,4,small,low,unacc,1008
high,vhigh,5more,2,med,low,unacc,516
high,med,3,4,med,low,unacc,687
vhigh,low,5more,2,small,med,unacc,406
low,med,3,2,big,high,unacc,1547
low,med,2,2,small,med,unacc,1513
vhigh,high,2,more,med,med,unacc,130
vhigh,vhigh,2,2,small,med,unacc,1
high,vhigh,3,4,med,high,unacc,473
med,high,4,more,big,low,unacc,1050
med,low,2,2,med,low,unacc,1191
low,low,4,2,small,med,unacc,1675
high,high,2,more,small,low,unacc,558
vhigh,high,4,more,small,high,unacc,182
low,med,2,more,big,low,unacc,1536
low,med,4,more,big,low,unacc,1590
vhigh,high,3,4,big,med,unacc,151
low,vhigh,4,more,small,low,unacc,1368
low,vhigh,2,more,med,low,unacc,1317
vhigh,med,3,more,small,low,unacc,261
vhigh,low,4,2,big,high,unacc,386
med,high,2,2,med,high,unacc,977
med,high,2,4,med,low,unacc,984
high,med,2,4,big,low,unacc,663
vhigh,low,4,2,small,med,unacc,379
vhigh,low,3,4,med,med,unacc,364
med,vhigh,4,4,med,low,unacc,930
high,med,4,2,big,low,unacc,708
high,high,4,4,small,low,unacc,603
vhigh,med,4,2,med,low,unacc,273
low,high,5more,2,med,high,unacc,1490
high,high,5more,2,big,med,unacc,628
vhigh,vhigh,4,2,big,low,unacc,60
med,vhigh,4,2,big,med,unacc,925
low,low,3,2,big,low,unacc,1653
med,high,2,2,med,med,unacc,976
high,med,3,2,med,high,unacc,680
vhigh,high,5more,2,big,med,unacc,196
low,vhigh,2,2,small,low,unacc,1296
vhigh,med,4,4,big,low,unacc,285
vhigh,vhigh,4,4,med,med,unacc,67
low,low,4,4,big,low,unacc,1689
high,low,5more,4,small,low,unacc,846
med,low,3,2,big,low,unacc,1221
med,vhigh,5more,more,small,low,unacc,963
vhigh,med,4,2,small,low,unacc,270
vhigh,med,2,more,big,low,unacc,240
vhigh,low,2,more,small,low,unacc,342
med,low,5more,2,small,high,unacc,1271
high,high,2,2,small,low,unacc,540
med,high,5more,2,big,med,unacc,1060
med,vhigh,5more,4,small,low,unacc,954
med,low,5more,2,big,med,unacc,1276
vhigh,med,4,more,med,low,unacc,291
med,med,4,2,big,med,unacc,1141
vhigh,vhigh,4,more,med,med,unacc,76
high,vhigh,4,more,med,low,unacc,507
low,low,3,4,small,low,unacc,1656
med,vhigh,2,2,big,low,unacc,870
high,high,5more,2,big,low,unacc,627
vhigh,high,3,4,med,high,unacc,149
med,low,3,2,big,med,unacc,1222
high,low,5more,4,med,low,unacc,849
low,med,2,2,small,low,unacc,1512
vhigh,high,3,more,big,high,unacc,161
vhigh,high,2,more,small,low,unacc,126
high,vhigh,2,2,small,low,unacc,432
vhigh,high,5more,4,med,med,unacc,202
high,low,2,2,big,high,unacc,764
med,med,2,2,small,low,unacc,1080
high,low,2,2,small,high,unacc,758
vhigh,high,3,4,med,low,unacc,147
vhigh,med,3,2,small,med,unacc,244
med,high,5more,more,med,low,unacc,1074
high,med,4,2,med,med,unacc,706
med,low,4,more,small,low,unacc,1260
high,low,2,more,big,low,unacc,780
vhigh,high,5more,more,small,high,unacc,209
med,med,3,2,small,med,unacc,1108
low,low,5more,2,big,high,unacc,1709
high,med,5more,more,small,low,unacc,747
low,low,5more,2,big,low,unacc,1707
high,high,4,2,big,low,unacc,600
vhigh,vhigh,2,2,small,low,unacc,0
high,vhigh,5more,4,big,low,unacc,528
vhigh,med,5more,2,small,low,unacc,297
vhigh,high,3,4,big,high,unacc,152
high,med,2,4,med,med,unacc,661
high,vhigh,3,4,big,med,unacc,475
high,high,3,4,big,low,unacc,582
med,med,5more,more,med,low,unacc,1182
high,high,5more,more,med,low,unacc,642
med,high,5more,2,med,low,unacc,1056
low,vhigh,5more,2,med,high,unacc,1382
med,vhigh,4,2,small,low,unacc,918
low,med,3,2,big,low,unacc,1545
vhigh,med,2,more,small,high,unacc,236
vhigh,vhigh,2,2,big,high,unacc,8
high,high,4,2,small,high,unacc,596
med,med,2,2,big,low,unacc,1086
low,high,5more,2,big,low,unacc,1491
high,vhigh,4,more,big,high,unacc,512
high,low,2,more,small,low,unacc,774
high,high,4,more,med,low,unacc,615
high,low,4,2,big,med,unacc,817
vhigh,high,2,4,big,high,unacc,125
low,vhigh,3,4,med,low,unacc,1335
med,vhigh,4,2,med,low,unacc,921
med,vhigh,2,2,small,high,unacc,866
med,high,5more,4,big,low,unacc,1068
high,high,2,4,med,low,unacc,552
vhigh,high,3,more,small,high,unacc,155
high,vhigh,2,2,med,med,unacc,436
high,low,4,4,small,low,unacc,819
vhigh,low,2,more,big,low,unacc,348
vhigh,high,4,more,small,low,unacc,180
vhigh,med,4,2,big,med,unacc,277
low,low,3,more,med,low,unacc,1668
med,high,3,2,big,high,unacc,1007
vhigh,vhigh,3,2,small,low,unacc,27
low,med,3,2,small,low,unacc,1539
high,med,5more,4,big,low,unacc,744
high,high,2,4,big,low,unacc,555
vhigh,low,5more,2,big,high,unacc,413
high,vhigh,4,more,small,high,unacc,506
low,high,4,2,small,med,unacc,1459
high,vhigh,3,more,small,low,unacc,477
vhigh,high,2,more,small,med,unacc,127
low,med,5more,2,small,low,unacc,1593
high,vhigh,3,4,med,med,unacc,472
vhigh,vhigh,3,2,small,high,unacc,29
vhigh,med,5more,2,big,low,unacc,303
low,vhigh,4,2,small,med,unacc,1351
med,low,4,more,med,low,unacc,1263
vhigh,vhigh,3,2,big,med,unacc,34
low,high,3,2,big,high,unacc,1439
high,high,3,4,small,low,unacc,576
high,med,2,2,small,med,unacc,649
high,vhigh,4,4,med,low,unacc,498
low,med,5more,more,med,low,unacc,1614
high,high,5more,4,small,med,unacc,631
high,high,3,2,small,med,unacc,568
low,vhigh,4,2,med,high,unacc,1355
low,med,5more,4,small,low,unacc,1602
med,high,4,more,small,med,unacc,1045
med,med,5more,2,med,high,unacc,1166
high,low,3,4,small,med,unacc,793
vhigh,med,2,2,big,high,unacc,224
high,med,2,more,small,high,unacc,668
low,high,3,2,big,low,unacc,1437
vhigh,high,3,2,med,high,unacc,140
low,med,5more,4,big,low,unacc,1608
high,vhigh,2,more,big,low,unacc,456
med,high,2,2,big,low,unacc,978
med,low,2,2,small,med,unacc,1189
med,med,4,2,small,low,unacc,1134
vhigh,high,4,4,med,high,unacc,176
vhigh,low,5more,more,med,low,unacc,426
high,high,4,2,small,low,unacc,594
vhigh,high,4,4,big,high,unacc,179
high,vhigh,2,more,med,high,unacc,455
med,med,2,4,small,low,unacc,1089
med,vhigh,5more,more,med,low,unacc,966
vhigh,vhigh,5more,2,big,med,unacc,88
vhigh,high,5more,2,small,low,unacc,189
vhigh,high,3,2,small,low,unacc,135
high,vhigh,5more,more,med,low,unacc,534
vhigh,med,2,2,small,high,unacc,218
med,vhigh,2,2,big,med,unacc,871
low,vhigh,4,more,big,low,unacc,1374
high,vhigh,5more,2,small,high,unacc,515
low,vhigh,4,4,small,med,unacc,1360
vhigh,med,5more,more,small,med,unacc,316
med,vhigh,5more,2,small,med,unacc,946
vhigh,vhigh,2,2,big,med,unacc,7
vhigh,vhigh,3,2,big,low,unacc,33
vhigh,high,3,4,med,med,unacc,148
vhigh,vhigh,3,more,small,high,unacc,47
vhigh,low,2,2,med,low,unacc,327
low,med,4,more,small,low,unacc,1584
vhigh,high,4,more,big,low,unacc,186
vhigh,vhigh,2,2,big,low,unacc,6
high,med,4,2,small,med,unacc,703
low,low,4,2,med,high,unacc,1679
med,med,3,2,med,high,unacc,1112
vhigh,vhigh,5more,more,big,high,unacc,107
med,med,5more,2,big,low,unacc,1167
vhigh,vhigh,4,2,small,low,unacc,54
med,vhigh,3,4,small,med,unacc,901
high,low,5more,4,small,med,unacc,847
high,vhigh,5more,2,big,high,unacc,521
med,low,4,2,big,med,unacc,1249
high,high,3,2,med,high,unacc,572
high,med,4,4,big,low,unacc,717
high,high,4,2,big,high,unacc,602
vhigh,vhigh,2,more,small,high,unacc,20
high,high,3,2,big,med,unacc,574
high,vhigh,4,2,small,med,unacc,487
high,vhigh,2,4,big,med,unacc,448
vhigh,low,4,2,med,med,unacc,382
med,vhigh,2,2,small,med,unacc,865
med,low,5more,more,small,low,unacc,1287
low,vhigh,5more,4,med,low,unacc,1389
med,med,3,2,big,med,unacc,1114
med,vhigh,2,4,med,low,unacc,876
med,vhigh,2,2,small,low,unacc,864
med,low,2,more,small,med,unacc,1207
vhigh,med,2,2,big,low,unacc,222
low,vhigh,4,4,big,low,unacc,1365
high,low,2,more,small,med,unacc,775
vhigh,vhigh,2,more,big,med,unacc,25
low,low,4,2,small,low,unacc,1674
low,med,4,2,med,high,unacc,1571
low,med,3,2,small,med,unacc,1540
med,low,4,2,med,low,unacc,1245
high,low,4,2,small,high,unacc,812
high,med,2,4,big,med,acc,664
med,low,5more,more,small,med,acc,1288
vhigh,med,5more,4,big,med,acc,313
low,vhigh,4,4,med,high,acc,1364
med,low,4,4,small,med,acc,1252
low,med,2,4,med,med,acc,1525
high,high,5more,4,big,med,acc,637
med,high,4,4,big,high,acc,1043
med,med,5more,4,small,high,acc,1172
high,low,3,4,small,high,acc,794
vhigh,med,4,4,big,high,acc,287
low,high,4,4,med,med,acc,1471
low,med,2,4,small,med,acc,1522
low,high,5more,more,small,med,acc,1504
low,vhigh,4,more,med,high,acc,1373
vhigh,low,2,more,big,med,acc,349
vhigh,low,2,4,med,high,acc,338
high,high,3,more,small,high,acc,587
med,med,5more,4,big,med,acc,1177
high,low,2,more,big,high,acc,782
med,med,4,more,big,med,acc,1159
high,high,3,more,big,high,acc,593
med,med,2,4,big,med,acc,1096
vhigh,med,4,more,big,med,acc,295
med,med,3,4,med,high,acc,1121
med,vhigh,2,4,small,high,acc,875
vhigh,low,4,more,med,med,acc,400
med,high,4,more,big,high,acc,1052
vhigh,low,5more,more,small,high,acc,425
high,high,4,more,med,high,acc,617
high,high,5more,more,med,med,acc,643
high,high,2,more,big,high,acc,566
high,med,5more,4,med,med,acc,742
high,low,4,4,med,high,acc,824
med,high,5more,4,big,med,acc,1069
med,high,2,4,big,med,acc,988
low,vhigh,2,4,big,high,acc,1313
vhigh,low,3,more,big,high,acc,377
low,high,5more,more,small,high,acc,1505
high,low,5more,more,small,high,acc,857
vhigh,low,4,more,med,high,acc,401
med,high,4,more,med,high,acc,1049
high,high,4,4,small,high,acc,605
vhigh,med,5more,more,med,high,acc,320
low,low,3,more,small,med,acc,1666
vhigh,low,4,more,big,med,acc,403
low,high,2,more,med,med,acc,1426
high,med,4,4,small,high,acc,713
med,vhigh,5more,4,med,med,acc,958
high,high,2,4,med,high,acc,554
med,high,5more,4,small,high,acc,1064
vhigh,low,5more,4,med,med,acc,418
vhigh,med,3,4,big,med,acc,259
med,med,5more,more,big,med,acc,1186
high,low,2,4,big,high,acc,773
med,high,4,4,small,high,acc,1037
high,low,4,4,small,high,acc,821
high,low,5more,4,med,med,acc,850
high,high,2,4,small,high,acc,551
high,low,5more,4,big,med,acc,853
med,med,2,4,med,high,acc,1094
vhigh,low,3,4,big,med,acc,367
med,med,2,4,med,med,acc,1093
med,high,3,4,med,high,acc,1013
med,med,4,4,med,med,acc,1147
low,high,4,4,small,high,acc,1469
high,high,3,4,big,high,acc,584
med,med,3,more,small,high,acc,1127
med,high,3,more,small,high,acc,1019
high,high,5more,more,big,med,acc,646
med,vhigh,4,4,med,med,acc,931
vhigh,low,2,4,small,high,acc,335
low,vhigh,4,more,big,high,acc,1376
vhigh,low,5more,4,med,high,acc,419
vhigh,med,2,more,big,med,acc,241
vhigh,low,4,4,small,high,acc,389
vhigh,med,5more,more,small,high,acc,317
med,high,5more,more,big,high,acc,1079
vhigh,med,5more,more,big,med,acc,322
med,high,3,more,big,high,acc,1025
low,high,4,more,small,high,acc,1478
high,med,4,4,med,high,acc,716
low,low,4,4,small,med,acc,1684
low,vhigh,5more,4,small,high,acc,1388
med,med,2,4,small,med,acc,1090
med,vhigh,2,more,med,high,acc,887
high,med,5more,4,big,med,acc,745
med,vhigh,4,more,med,med,acc,940
low,vhigh,4,more,med,med,acc,1372
vhigh,low,4,more,small,high,acc,398
low,high,4,4,big,med,acc,1474
low,high,3,4,med,med,acc,1444
med,high,3,4,small,high,acc,1010
high,high,3,4,small,high,acc,578
high,high,5more,more,med,high,acc,644
vhigh,med,4,4,small,high,acc,281
med,high,4,more,small,high,acc,1046
high,med,5more,4,big,high,acc,746
med,high,4,4,med,high,acc,1040
low,vhigh,3,4,small,high,acc,1334
med,med,3,4,small,med,acc,1117
med,high,3,4,big,high,acc,1016
high,low,2,4,small,high,acc,767
med,low,3,more,small,med,acc,1234
med,high,4,4,med,med,acc,1039
med,low,2,more,med,med,acc,1210
high,low,5more,4,big,high,acc,854
low,vhigh,3,4,big,med,acc,1339
high,high,4,4,med,med,acc,607
low,med,5more,4,small,med,acc,1603
vhigh,low,3,more,small,high,acc,371
vhigh,low,4,more,big,high,acc,404
low,low,5more,4,small,med,acc,1711
vhigh,med,4,more,med,med,acc,292
high,low,2,more,big,med,acc,781
high,low,2,4,big,med,acc,772
med,high,5more,more,med,high,acc,1076
vhigh,med,4,4,med,med,acc,283
high,med,4,more,big,high,acc,728
high,med,2,4,med,high,acc,662
med,vhigh,3,more,med,high,acc,914
high,high,4,more,med,med,acc,616
vhigh,low,3,4,big,high,acc,368
med,vhigh,5more,4,big,high,acc,962
low,vhigh,5more,more,med,med,acc,1399
low,low,2,4,small,med,acc,1630
med,vhigh,2,4,big,high,acc,881
med,med,4,4,big,med,acc,1150
high,med,3,4,med,high,acc,689
high,med,5more,4,small,high,acc,740
low,vhigh,2,more,med,high,acc,1319
low,high,5more,4,small,high,acc,1496
high,high,3,4,med,high,acc,581
low,vhigh,5more,more,small,high,acc,1397
med,vhigh,3,more,med,med,acc,913
high,low,4,more,small,high,acc,830
high,low,3,4,big,high,acc,800
low,vhigh,2,4,med,high,acc,1310
med,vhigh,4,more,med,high,acc,941
low,high,3,4,small,med,acc,1441
low,vhigh,3,more,med,high,acc,1346
vhigh,med,5more,4,med,med,acc,310
vhigh,low,2,more,big,high,acc,350
vhigh,med,4,more,med,high,acc,293
low,high,3,4,small,high,acc,1442
med,med,5more,more,small,high,acc,1181
low,low,4,more,small,med,acc,1693
high,low,5more,4,med,high,acc,851
med,high,3,more,med,high,acc,1022
low,vhigh,4,4,big,med,acc,1366
low,vhigh,5more,more,med,high,acc,1400
low,high,4,more,small,med,acc,1477
med,vhigh,5more,more,med,high,acc,968
med,med,2,more,big,med,acc,1105
vhigh,med,3,more,big,high,acc,269
vhigh,med,4,more,small,high,acc,290
low,med,5more,more,small,med,acc,1612
low,vhigh,3,4,big,high,acc,1340
med,med,5more,4,med,med,acc,1174
med,med,4,more,med,med,acc,1156
low,vhigh,4,4,med,med,acc,1363
vhigh,low,2,4,big,high,acc,341
med,high,5more,more,med,med,acc,1075
med,med,4,more,small,high,acc,1154
vhigh,med,2,4,big,med,acc,232
high,med,4,more,small,high,acc,722
med,low,2,4,med,med,acc,1201
high,high,4,4,big,high,acc,611
med,high,4,4,big,med,acc,1042
vhigh,med,2,4,small,high,acc,227
high,med,5more,more,small,high,acc,749
high,med,5more,more,big,med,acc,754
high,med,3,more,big,med,acc,700
low,vhigh,4,4,big,high,acc,1367
vhigh,low,5more,more,med,high,acc,428
high,med,4,more,med,high,acc,725
high,med,4,more,med,med,acc,724
high,low,5more,4,small,high,acc,848
vhigh,med,2,4,med,high,acc,230
high,high,2,4,big,high,acc,557
high,med,2,4,small,high,acc,659
high,med,2,more,med,high,acc,671
high,low,3,more,med,med,acc,805
vhigh,low,3,more,big,med,acc,376
high,med,4,4,big,high,acc,719
med,vhigh,3,4,big,med,acc,907
low,med,2,more,med,med,acc,1534
high,low,4,more,big,med,acc,835
low,vhigh,5more,4,big,med,acc,1393
med,med,5more,more,med,med,acc,1183
high,high,5more,4,med,high,acc,635
med,vhigh,2,more,big,med,acc,889
med,vhigh,3,4,small,high,acc,902
low,vhigh,3,more,med,med,acc,1345
low,low,2,more,med,med,acc,1642
med,med,4,4,small,med,acc,1144
low,vhigh,5more,4,med,med,acc,1390
high,high,5more,4,med,med,acc,634
high,med,5more,more,med,med,acc,751
vhigh,med,4,4,big,med,acc,286
high,high,4,4,big,med,acc,610
vhigh,med,5more,more,big,high,acc,323
med,med,2,more,med,high,acc,1103
low,high,2,more,med,high,acc,1427
med,med,3,4,big,med,acc,1123
low,vhigh,4,4,small,high,acc,1361
low,high,2,4,small,med,acc,1414
med,high,2,4,med,high,acc,986
high,high,4,more,big,med,acc,619
med,vhigh,3,more,big,high,acc,917
vhigh,low,5more,4,big,med,acc,421
vhigh,low,2,4,big,med,acc,340
med,vhigh,5more,more,med,med,acc,967
med,vhigh,5more,4,small,high,acc,956
med,high,4,more,big,med,acc,1051
med,high,3,4,big,med,acc,1015
med,vhigh,3,4,med,high,acc,905
vhigh,med,4,4,med,high,acc,284
low,high,5more,4,med,med,acc,1498
vhigh,med,3,4,small,high,acc,254
high,low,3,more,big,high,acc,809
med,vhigh,5more,more,big,med,acc,970
med,med,2,more,med,med,acc,1102
low,vhigh,3,4,med,high,acc,1337
med,med,3,more,big,med,acc,1132
high,high,4,more,big,high,acc,620
low,med,4,more,small,med,acc,1585
med,med,2,4,small,high,acc,1091
med,high,5more,4,big,high,acc,1070
low,med,3,more,small,med,acc,1558
high,med,3,more,med,med,acc,697
med,vhigh,4,more,big,med,acc,943
med,med,3,more,med,med,acc,1129
low,high,2,4,med,high,acc,1418
high,low,5more,more,big,high,acc,863
vhigh,low,3,4,med,high,acc,365
low,high,2,4,small,high,acc,1415
high,low,4,4,big,med,acc,826
med,vhigh,3,4,big,high,acc,908
low,low,3,4,small,med,acc,1657
high,low,4,more,med,med,acc,832
med,high,5more,more,small,high,acc,1073
high,med,2,more,big,med,acc,673
vhigh,med,3,4,big,high,acc,260
high,med,5more,4,med,high,acc,743
high,med,2,more,big,high,acc,674
med,med,3,more,small,med,acc,1126
high,high,5more,more,big,high,acc,647
high,med,3,4,big,med,acc,691
high,med,4,4,big,med,acc,718
med,med,5more,4,small,med,acc,1171
low,high,3,more,med,med,acc,1453
vhigh,med,3,4,med,high,acc,257
high,low,4,more,med,high,acc,833
med,high,2,more,big,med,acc,997
low,low,3,4,med,med,acc,1660
low,high,3,more,small,high,acc,1451
low,med,4,4,small,med,acc,1576
med,vhigh,5more,more,big,high,acc,971
high,high,2,4,big,med,acc,556
low,high,4,4,small,med,acc,1468
high,low,5more,more,big,med,acc,862
low,vhigh,3,more,small,high,acc,1343
high,low,2,4,med,high,acc,770
low,high,3,4,big,med,acc,1447
low,vhigh,4,more,big,med,acc,1375
med,med,3,4,small,high,acc,1118
vhigh,low,3,more,med,med,acc,373
low,high,2,4,big,med,acc,1420
low,med,3,4,small,med,acc,1549
high,med,3,more,small,high,acc,695
high,low,3,more,small,high,acc,803
med,high,5more,4,med,med,acc,1066
low,vhigh,3,more,big,med,acc,1348
med,vhigh,4,4,small,high,acc,929
med,vhigh,4,4,big,high,acc,935
high,high,5more,4,small,high,acc,632
med,vhigh,5more,4,big,med,acc,961
low,vhigh,2,more,big,med,acc,1321
med,vhigh,3,more,big,med,acc,916
high,med,5more,more,big,high,acc,755
low,vhigh,4,more,small,high,acc,1370
vhigh,low,3,4,small,high,acc,362
low,low,2,4,med,med,acc,1633
vhigh,med,4,more,big,high,acc,296
vhigh,med,2,more,med,high,acc,239
high,med,3,more,med,high,acc,698
med,vhigh,4,4,big,med,acc,934
vhigh,low,2,more,med,high,acc,347
med,low,5more,4,small,med,acc,1279
vhigh,med,3,more,med,med,acc,265
med,high,5more,more,big,med,acc,1078
med,high,5more,4,med,high,acc,1067
vhigh,low,5more,4,small,high,acc,416
vhigh,med,2,more,big,high,acc,242
med,high,2,more,med,high,acc,995
low,high,2,more,big,med,acc,1429
med,high,3,more,big,med,acc,1024
high,high,3,more,big,med,acc,592
vhigh,med,5more,4,med,high,acc,311
low,low,5more,more,small,med,acc,1720
low,vhigh,2,4,small,high,acc,1307
vhigh,med,3,more,big,med,acc,268
low,high,5more,4,small,med,acc,1495
high,low,3,more,med,high,acc,806
high,med,3,more,big,high,acc,701
vhigh,low,5more,more,med,med,acc,427
low,high,4,more,med,med,acc,1480
med,low,5more,4,big,high,vgood,1286
low,high,5more,4,med,high,vgood,1499
low,low,5more,more,med,high,vgood,1724
med,med,5more,more,med,high,vgood,1184
low,high,4,more,med,high,vgood,1481
low,med,2,more,big,high,vgood,1538
low,high,3,more,med,high,vgood,1454
low,low,5more,4,med,high,vgood,1715
low,med,2,4,big,high,vgood,1529
med,med,5more,more,big,high,vgood,1187
low,high,5more,4,big,high,vgood,1502
med,low,5more,more,big,high,vgood,1295
low,low,4,4,med,high,vgood,1688
low,med,3,more,big,high,vgood,1565
low,med,5more,more,big,high,vgood,1619
low,med,4,4,big,high,vgood,1583
low,low,2,more,big,high,vgood,1646
med,low,3,more,med,high,vgood,1238
med,med,4,more,big,high,vgood,1160
med,low,5more,4,med,high,vgood,1283
med,med,5more,4,big,high,vgood,1178
low,med,4,more,med,high,vgood,1589
low,high,3,more,big,high,vgood,1457
med,med,3,more,big,high,vgood,1133
low,high,2,more,big,high,vgood,1430
low,low,4,more,med,high,vgood,1697
low,low,3,4,big,high,vgood,1664
med,med,5more,4,med,high,vgood,1175
med,med,4,4,med,high,vgood,1148
med,med,4,4,big,high,vgood,1151
low,med,5more,4,med,high,vgood,1607
low,high,3,4,big,high,vgood,1448
low,high,5more,more,med,high,vgood,1508
low,high,5more,more,big,high,vgood,1511
med,low,2,4,big,high,vgood,1205
low,high,4,4,big,high,vgood,1475
low,med,4,4,med,high,vgood,1580
med,med,2,more,big,high,vgood,1106
med,low,4,more,med,high,vgood,1265
low,med,4,more,big,high,vgood,1592
low,low,4,4,big,high,vgood,1691
low,high,4,4,med,high,vgood,1472
med,low,4,more,big,high,vgood,1268
med,med,2,4,big,high,vgood,1097
low,low,5more,4,big,high,vgood,1718
low,low,2,4,big,high,vgood,1637
med,low,3,4,big,high,vgood,1232
med,low,2,more,big,high,vgood,1214
low,med,3,more,med,high,vgood,1562
low,low,3,more,med,high,vgood,1670
low,med,5more,more,med,high,vgood,1616
low,low,4,more,big,high,vgood,1700
med,low,5more,4,big,med,good,1285
low,med,5more,4,small,high,good,1604
low,low,5more,more,small,high,good,1721
low,low,5more,4,big,med,good,1717
med,low,2,more,med,high,good,1211
low,low,3,4,big,med,good,1663
low,low,5more,4,small,high,good,1712
low,med,3,4,big,med,good,1555
med,low,4,4,small,high,good,1253
low,med,5more,4,big,med,good,1609
med,low,5more,more,small,high,good,1289
low,med,5more,more,small,high,good,1613
low,med,2,4,med,high,good,1526
low,low,4,more,med,med,good,1696
med,low,2,4,med,high,good,1202
low,low,3,4,med,high,good,1661
med,low,5more,more,big,med,good,1294
low,med,4,more,small,high,good,1586
med,low,5more,4,med,med,good,1282
low,med,5more,more,big,med,good,1618
low,low,4,more,small,high,good,1694
med,low,3,4,big,med,good,1231
low,low,5more,4,med,med,good,1714
med,low,4,more,med,med,good,1264
med,low,5more,more,med,med,good,1291
low,low,4,4,small,high,good,1685
low,med,4,more,med,med,good,1588
low,low,2,4,big,med,good,1636
low,low,3,4,small,high,good,1658
low,med,2,more,med,high,good,1535
low,low,2,more,big,med,good,1645
low,med,4,4,small,high,good,1577
low,low,2,4,small,high,good,1631
low,med,3,more,big,med,good,1564
low,low,4,more,big,med,good,1699
med,low,2,4,big,med,good,1204
med,low,3,4,med,high,good,1229
low,low,5more,more,big,med,good,1726
low,low,4,4,med,med,good,1687
med,low,3,4,small,high,good,1226
low,low,3,more,big,med,good,1672
med,low,4,4,big,med,good,1258
low,med,2,more,big,med,good,1537
med,low,3,more,med,med,good,1237
med,low,2,4,small,high,good,1199
med,low,3,more,big,med,good,1240
med,low,2,more,big,med,good,1213
med,low,4,more,big,med,good,1267
low,low,4,4,big,med,good,1690
low,med,3,more,small,high,good,1559
low,low,2,more,med,high,good,1643
low,med,4,4,med,med,good,1579
low,low,3,more,small,high,good,1667
low,med,5more,4,med,med,good,1606
low,med,3,4,small,high,good,1550
low,med,3,more,med,med,good,1561
