Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum,Sex_I,Sex_M
0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6,3481,True,False
0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16,3389,False,True
0.58,0.455,0.17,0.93,0.408,0.259,0.22,9,353,False,True
0.6,0.48,0.09,1.05,0.457,0.2685,0.28,8,2782,False,True
0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14,2252,False,False
0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6,3834,False,True
0.26,0.215,0.08,0.099,0.037,0.0255,0.045,5,2195,True,False
0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17,2397,True,False
0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16,359,False,False
0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13,190,False,True
0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15,3900,False,True
0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12,169,False,False
0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8,4080,True,False
0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8,3868,False,False
0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9,1869,True,False
0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9,1126,False,True
0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9,1666,False,False
0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13,3385,False,False
0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9,2414,True,False
0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10,1960,False,False
0.6,0.47,0.165,1.059,0.504,0.241,0.275,9,1660,False,True
0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10,289,False,False
0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10,3325,False,True
0.565,0.45,0.115,0.9085,0.398,0.197,0.29,17,3263,False,True
0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13,2219,False,False
0.52,0.395,0.145,0.77,0.424,0.142,0.1895,7,2829,True,False
0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8,406,False,True
0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13,3910,False,True
0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11,228,False,False
0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9,1780,False,True
0.605,0.475,0.155,1.161,0.572,0.2455,0.275,9,1005,False,True
0.56,0.435,0.13,0.777,0.354,0.173,0.222,9,2902,True,False
0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10,1597,True,False
0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6,3634,True,False
0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13,3368,True,False
0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11,1492,False,False
0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8,2299,True,False
0.58,0.445,0.15,0.858,0.4,0.156,0.253,8,1339,False,False
0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11,38,False,False
0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10,199,False,True
0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13,2235,False,True
0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,13,2986,False,True
0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5,1531,True,False
0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,11,3030,True,False
0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10,3502,False,True
0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11,3960,False,True
0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15,2267,False,False
0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,11,3185,False,False
0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10,1958,True,False
0.295,0.215,0.075,0.116,0.037,0.0295,0.04,8,3206,True,False
0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8,1578,True,False
0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7,1434,True,False
0.61,0.46,0.16,1.0,0.494,0.197,0.275,10,1368,False,True
0.54,0.455,0.14,0.972,0.419,0.255,0.269,10,1604,False,True
0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7,2655,False,True
0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12,528,False,False
0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7,1093,False,True
0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5,2206,False,False
0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6,3432,True,False
0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13,2959,False,False
0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7,1546,True,False
0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20,416,False,False
0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9,2530,False,False
0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11,688,False,True
0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6,2184,True,False
0.53,0.42,0.13,1.001,0.34,0.226,0.265,17,745,False,False
0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9,3823,False,False
0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9,3818,False,True
0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16,2433,False,False
0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6,2631,True,False
0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8,3726,True,False
0.615,0.495,0.155,1.0805,0.52,0.19,0.32,9,4136,False,False
0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11,1385,True,False
0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9,2771,False,False
0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7,815,True,False
0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8,2725,True,False
0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10,3831,False,False
0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8,2759,False,False
0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9,1605,True,False
0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8,3988,False,True
0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11,1918,False,False
0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10,1901,False,True
0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10,801,False,True
0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7,2876,True,False
0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7,3443,True,False
0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6,2511,True,False
0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13,766,False,False
0.595,0.475,0.17,1.247,0.48,0.225,0.425,20,72,False,False
0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10,2410,False,False
0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10,2675,False,True
0.62,0.485,0.155,1.049,0.462,0.231,0.25,10,1494,False,True
0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5,1446,True,False
0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8,2746,True,False
0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6,2248,False,True
0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10,3757,True,False
0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8,50,True,False
0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,2428,False,False
0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10,2786,False,True
0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13,3776,False,False
0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,3462,False,False
0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9,2654,False,False
0.55,0.43,0.15,0.84,0.395,0.195,0.223,8,1124,False,False
0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16,3372,True,False
0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13,2807,False,True
0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10,2844,False,True
0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11,1040,False,True
0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13,668,False,True
0.59,0.49,0.135,1.008,0.422,0.2245,0.285,11,2304,False,True
0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10,474,False,False
0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9,3777,False,True
0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,2581,False,False
0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4,696,True,False
0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6,3249,False,True
0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15,2489,False,True
0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11,2382,True,False
0.455,0.35,0.11,0.458,0.2,0.111,0.1305,8,3089,False,True
0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17,579,False,False
0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13,1976,False,True
0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14,2218,False,True
0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7,2341,True,False
0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16,570,True,False
0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10,868,False,False
0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,3512,False,False
0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14,3830,False,True
0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17,494,False,True
0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14,3007,False,True
0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10,2920,False,True
0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7,1559,True,False
0.375,0.29,0.095,0.213,0.096,0.041,0.061,5,1234,True,False
0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16,197,False,True
0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10,1334,False,False
0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11,3590,False,False
0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17,290,False,True
0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11,1705,False,True
0.615,0.49,0.17,1.145,0.4915,0.208,0.343,13,3057,False,True
0.645,0.52,0.175,1.636,0.779,0.342,0.432,11,1025,False,True
0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8,3639,True,False
0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10,1980,False,False
0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9,2571,False,True
0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9,1037,False,True
0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11,1514,False,False
0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7,2726,True,False
0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10,1198,False,True
0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12,2482,False,True
0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7,1990,True,False
0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9,2452,False,True
0.63,0.495,0.165,1.3075,0.599,0.284,0.315,11,1017,False,False
0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11,1738,False,False
0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,12,3148,False,False
0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11,2773,False,False
0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9,3228,True,False
0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,2550,True,False
0.515,0.42,0.135,0.711,0.337,0.144,0.205,13,1291,True,False
0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11,2487,False,False
0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11,2522,False,True
0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10,3329,False,False
0.61,0.495,0.16,1.089,0.469,0.198,0.384,11,3055,False,False
0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8,1487,False,True
0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12,3993,False,True
0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7,1246,True,False
0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5,1218,True,False
0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,5,1212,True,False
0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10,3961,False,True
0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15,542,False,True
0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11,3959,False,False
0.535,0.45,0.135,0.8075,0.322,0.181,0.25,13,2296,False,False
0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11,1509,False,False
0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8,4018,False,True
0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10,3683,False,True
0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11,711,False,True
0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18,32,False,True
0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19,2366,False,True
0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17,2262,False,False
0.445,0.32,0.12,0.414,0.199,0.09,0.117,7,1769,False,True
0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9,3591,False,False
0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11,535,True,False
0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,7,2868,True,False
0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8,3925,False,False
0.765,0.6,0.22,2.302,1.007,0.509,0.6205,12,1052,False,True
0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6,3748,True,False
0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13,92,False,True
0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11,2938,False,False
0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14,3793,False,False
0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13,531,False,False
0.635,0.495,0.18,1.596,0.617,0.317,0.37,11,2612,False,False
0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6,1461,False,True
0.535,0.42,0.13,0.8055,0.301,0.181,0.28,14,748,False,True
0.65,0.525,0.185,1.488,0.665,0.337,0.378,11,1719,False,True
0.58,0.455,0.195,1.859,0.945,0.426,0.441,9,1145,False,True
0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10,3984,False,True
0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15,507,False,True
0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10,3132,False,False
0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8,3540,True,False
0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10,2606,False,True
0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6,464,True,False
0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11,143,False,True
0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9,4011,False,True
0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,7,3113,True,False
0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,8,1262,True,False
0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13,2316,False,True
0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9,2677,False,False
0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8,969,False,True
0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10,1013,False,False
0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9,2027,False,True
0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17,3897,False,False
0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9,1003,False,True
0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,7,3154,False,True
0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7,695,True,False
0.58,0.45,0.155,0.93,0.385,0.246,0.265,9,1149,False,False
0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9,3729,False,True
0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,10,30,False,True
0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6,2001,True,False
0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6,1765,True,False
0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8,1640,False,False
0.505,0.405,0.11,0.625,0.305,0.16,0.175,9,61,False,True
0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,268,False,True
0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6,901,True,False
0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12,1978,False,True
0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6,1449,False,True
0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9,1566,True,False
0.605,0.475,0.15,1.15,0.575,0.232,0.297,10,1801,False,True
0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11,873,False,False
0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8,1883,False,True
0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14,3235,False,True
0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11,298,False,True
0.64,0.505,0.18,1.297,0.59,0.3125,0.363,11,2950,False,True
0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11,666,False,True
0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7,3727,False,True
0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,7,4,True,False
0.57,0.45,0.135,1.02,0.546,0.204,0.25,9,2663,False,True
0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5,1216,True,False
0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13,2700,False,True
0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,774,False,True
0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11,4092,False,False
0.275,0.2,0.08,0.099,0.037,0.024,0.03,5,3308,False,True
0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10,1503,False,False
0.54,0.415,0.17,0.879,0.339,0.208,0.255,10,2441,False,True
0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9,1885,True,False
0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10,2799,False,True
0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12,1631,True,False
0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4,263,True,False
0.63,0.505,0.165,1.065,0.4595,0.216,0.315,12,2365,False,False
0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5,2167,False,False
0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8,2515,False,False
0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16,2348,False,True
0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9,2119,True,False
0.595,0.495,0.185,1.285,0.416,0.224,0.485,13,67,False,False
0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6,1827,True,False
0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6,3747,True,False
0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11,488,False,True
0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14,3212,False,False
0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6,1453,True,False
0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8,71,False,False
0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11,3082,False,False
0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11,2241,False,False
0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11,1944,False,False
0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7,98,False,True
0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7,3411,True,False
0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9,1900,False,True
0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8,713,False,True
0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8,3817,False,True
0.55,0.425,0.135,0.656,0.257,0.17,0.203,10,2763,True,False
0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9,1452,True,False
0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8,1247,True,False
0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8,983,False,False
0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,3547,True,False
0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10,1741,False,True
0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4,1211,True,False
0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8,546,False,True
0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14,3943,False,True
0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,6,1831,True,False
0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9,1190,False,False
0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11,3711,False,True
0.485,0.365,0.105,0.5205,0.195,0.123,0.182,8,1775,True,False
0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16,3224,False,True
0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13,3690,False,True
0.335,0.26,0.09,0.1835,0.078,0.024,0.065,11,3139,True,False
0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13,777,False,True
0.57,0.42,0.14,0.8745,0.416,0.165,0.25,8,2835,False,True
0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15,2367,False,True
0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11,435,False,True
0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10,2760,True,False
0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5,148,True,False
0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8,2065,False,False
0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18,592,True,False
0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10,1919,True,False
0.8,0.63,0.195,2.526,0.933,0.59,0.62,23,2334,False,False
0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8,1555,True,False
0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11,1888,False,False
0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9,4117,False,False
0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3,3801,True,False
0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22,270,False,False
0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9,2069,False,True
0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9,1297,True,False
0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6,3967,True,False
0.535,0.44,0.165,0.875,0.279,0.18,0.3,10,3156,False,True
0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12,22,False,False
0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13,3427,False,True
0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6,3356,True,False
0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7,1998,True,False
0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8,2512,False,True
0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15,493,False,True
0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,8,3020,True,False
0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12,3303,False,False
0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8,1854,True,False
0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10,2839,False,False
0.595,0.475,0.14,0.944,0.3625,0.189,0.315,9,76,False,True
0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12,1935,False,True
0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13,3696,False,True
0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7,824,True,False
0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10,1962,False,False
0.69,0.535,0.185,1.826,0.797,0.409,0.499,11,4057,False,False
0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6,2171,True,False
0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,11,661,True,False
0.395,0.29,0.095,0.304,0.127,0.084,0.077,6,826,True,False
0.725,0.565,0.21,2.1425,1.03,0.487,0.503,14,1756,False,False
0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12,2709,False,False
0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10,3560,False,True
0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10,62,False,False
0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10,3779,False,True
0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9,3887,False,False
0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4,3902,True,False
0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11,460,False,True
0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10,3821,False,True
0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7,2226,True,False
0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15,3277,False,False
0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15,3239,False,False
0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7,324,False,True
0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10,1159,False,True
0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9,1140,False,True
0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9,3768,False,True
0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8,1243,True,False
0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11,188,False,False
0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10,790,False,False
0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11,3763,True,False
0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11,2936,False,True
0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11,3314,True,False
0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10,2150,False,True
0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7,833,True,False
0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7,3824,False,True
0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8,135,False,False
0.54,0.475,0.155,0.928,0.394,0.194,0.26,11,260,False,False
0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17,2338,False,True
0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,8,2906,False,True
0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6,2183,False,True
0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13,2701,False,False
0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8,1155,False,False
0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8,3809,False,False
0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8,2668,False,False
0.54,0.4,0.145,0.757,0.315,0.181,0.215,11,3913,True,False
0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9,3665,True,False
0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9,2330,True,False
0.4,0.315,0.09,0.33,0.151,0.068,0.08,6,3534,True,False
0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10,1727,False,True
0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13,3386,False,True
0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23,313,False,False
0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7,3803,True,False
0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7,1551,True,False
0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6,2166,True,False
0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7,3482,True,False
0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9,1789,False,False
0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,3441,False,False
