X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,sampleNum
3,4,8,5,91.6,112.4,573.0,8.9,11.2,84,7.6,0.0,1.4586150226995167,260
4,3,7,4,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0,480
5,4,9,1,91.8,78.5,724.3,9.2,19.1,38,2.7,0.0,0.0,20
2,5,8,6,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,2.005525858729668,437
2,5,6,4,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,1.4327007339340463,474
4,4,9,5,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,2.643333886382519,354
7,3,10,6,90.6,43.7,686.9,6.7,17.8,27,4.0,0.0,0.0,37
9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,2.214846178686039,399
4,5,8,4,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0,452
6,5,9,3,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,312
2,2,8,6,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,5.168379509433644,376
6,4,4,6,86.3,27.4,97.1,5.1,9.3,44,4.5,0.0,0.0,18
8,6,8,6,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0,436
2,5,9,1,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,1.5953389880545987,339
7,5,4,7,81.9,3.0,7.9,3.5,13.4,75,1.8,0.0,0.0,238
6,3,9,1,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,4.04375277610604,336
6,5,3,4,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0,377
6,5,8,3,93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,0.19062035960864973,251
7,5,8,6,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0,412
8,6,8,1,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.43178241642553783,435
1,4,9,1,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,1.1410330045520618,332
2,4,9,1,63.5,70.8,665.3,0.8,22.6,38,3.6,0.0,2.511223958105374,198
3,3,9,6,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,2.0255131996542803,329
7,4,8,7,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0,448
3,4,12,1,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,2.462149662665384,276
8,6,8,5,90.1,108.0,529.8,12.5,21.2,51,8.9,0.0,0.4762341789963716,141
9,4,6,6,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,4.267176792994939,472
7,4,2,7,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,2.642622395779755,201
1,2,8,3,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,0.0,82
7,4,10,6,90.6,43.7,686.9,6.7,14.6,33,1.3,0.0,0.0,1
7,4,9,7,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.3435897043900769,305
8,6,3,5,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0.0,90
1,3,9,1,88.6,91.8,709.9,7.1,12.4,73,6.3,0.0,3.4442568711226023,216
7,4,8,7,94.8,108.3,647.1,17.0,16.4,47,1.3,0.0,0.9400072584914712,154
2,4,8,7,91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,1.3532545070416904,243
4,4,9,3,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,4.494126887194767,229
6,5,9,4,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,1.6900958154515549,323
4,4,9,6,92.5,88.0,698.6,7.1,19.6,48,2.7,0.0,0.0,42
3,4,7,1,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0,454
8,6,8,4,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0,402
6,4,9,2,91.0,129.5,692.6,7.0,18.3,40,2.7,0.0,0.0,19
1,2,8,4,91.7,114.3,661.3,6.3,20.2,45,3.6,0.0,0.0,83
6,3,2,7,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0,281
7,5,9,6,92.5,88.0,698.6,7.1,22.8,40,4.0,0.0,0.0,8
6,5,9,3,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,0.0,13
2,2,8,2,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,2.3988039507345884,193
1,3,8,5,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,3.7914360424390283,492
4,5,9,2,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0,366
5,4,8,7,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0,413
4,5,9,3,92.9,133.3,699.6,9.2,24.3,25,4.0,0.0,2.3427668826268775,192
3,4,2,6,83.9,8.0,30.2,2.6,12.7,48,1.8,0.0,0.0,95
3,4,9,7,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,3.2422016501716975,385
4,4,9,4,92.9,137.0,706.4,9.2,20.8,17,1.3,0.0,0.0,49
2,2,8,1,91.1,103.2,638.8,5.8,23.1,31,3.1,0.0,0.0,63
3,4,8,7,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,99
1,2,8,4,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,1.916922612182061,504
3,4,9,4,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,1.7833912195575383,400
2,4,8,3,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.0818051703517284,502
3,4,8,2,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,0.0,100
5,4,9,5,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0.0,73
7,3,3,1,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,3.3446270301737613,212
4,5,2,7,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,3.966132331075178,394
6,4,3,3,89.2,27.9,70.8,6.3,15.9,35,4.0,0.0,0.0,17
4,5,9,7,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0,368
4,4,8,2,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,3.8649313978942956,487
2,4,9,7,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0,311
6,3,9,7,91.7,75.6,718.3,7.8,17.7,39,3.6,0.0,0.0,32
1,4,9,6,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0,324
7,4,3,1,90.1,39.7,86.6,6.2,16.1,29,3.1,0.0,1.0116009116784799,159
4,3,8,3,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,51
4,6,12,4,84.6,26.4,352.0,2.0,5.1,61,4.9,0.0,1.8531680973566984,274
6,3,9,4,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,3.5655812377694427,319
6,5,3,5,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,2.231089091288976,189
3,6,6,5,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,302
3,4,8,4,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0,453
6,5,9,5,93.3,141.2,713.9,13.9,22.9,44,5.4,0.0,0.0,14
4,6,3,7,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0,131
4,4,9,7,89.7,90.0,704.4,4.8,17.8,64,1.3,0.0,0.0,94
3,4,10,7,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0.0,124
3,4,8,1,91.5,145.4,608.2,10.7,17.1,43,5.4,0.0,0.0,120
6,4,3,6,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,2.128231705849268,187
7,4,8,7,91.8,175.1,700.7,13.8,21.9,73,7.6,1.0,0.0,242
1,4,8,3,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,4.427836170705175,456
2,2,8,2,94.8,108.3,647.1,17.0,17.4,43,6.7,0.0,0.7275486072772778,147
4,5,9,3,92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,3.487986511734546,217
5,4,8,2,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,1.0986122886681098,485
8,6,8,4,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,6.616439947564594,414
4,3,7,7,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,2.1234584270966104,476
3,5,3,2,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,0.0,114
2,4,8,4,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0,455
9,9,8,5,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0,401
4,4,9,5,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,2.1174596088673567,350
1,3,8,6,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,1.9960599327407849,430
5,4,8,7,91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,0.08617769624105233,245
6,5,8,5,63.5,70.8,665.3,0.8,17.0,72,6.7,0.0,0.0,11
4,3,9,2,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,1.3686394258811698,362
4,5,3,5,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0,69
7,4,8,7,91.4,142.4,601.4,10.6,16.3,60,5.4,0.0,0.0,24
6,5,3,1,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,1.430311246536665,465
3,6,9,7,92.4,124.1,680.7,8.5,17.2,58,1.3,0.0,0.0,135
2,4,8,7,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,4.012592060349841,512
8,6,8,6,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,4.08260930600368,226
3,4,3,6,69.0,2.4,15.5,0.7,17.4,24,5.4,0.0,0.0,96
3,4,9,1,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0.0,112
7,4,9,7,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,2.4898941912990393,369
7,4,10,5,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0,36
4,4,9,3,90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,0.0,43
8,6,3,7,89.3,51.3,102.2,9.6,11.4,99,1.8,0.0,0.0,3
2,2,8,2,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.41871033485818504,269
8,6,8,4,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,425
8,6,9,1,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0,340
1,2,8,7,90.2,99.6,631.2,6.3,17.9,44,2.2,0.0,0.0,80
4,3,9,5,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,2.174751721484161,407
