buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum
vhigh,vhigh,4,4,med,high,unacc,68
vhigh,med,3,2,big,med,unacc,250
high,vhigh,2,2,med,med,unacc,436
vhigh,high,2,more,med,high,unacc,131
vhigh,vhigh,2,4,small,med,unacc,10
high,high,3,2,big,high,unacc,575
high,high,3,2,small,med,unacc,568
high,low,2,2,med,low,unacc,759
high,vhigh,3,2,small,high,unacc,461
vhigh,high,5more,2,med,high,unacc,194
med,low,5more,2,med,med,unacc,1273
med,med,3,more,small,low,unacc,1125
high,med,4,2,small,low,unacc,702
high,high,4,2,med,low,unacc,597
vhigh,high,3,2,small,med,unacc,136
vhigh,vhigh,3,4,med,high,unacc,41
med,high,5more,2,big,med,unacc,1060
low,med,4,more,small,low,unacc,1584
low,vhigh,4,more,small,med,unacc,1369
low,vhigh,2,2,small,low,unacc,1296
low,med,5more,2,small,med,unacc,1594
med,low,5more,2,small,low,unacc,1269
vhigh,low,4,2,big,high,unacc,386
vhigh,low,3,4,small,med,unacc,361
vhigh,med,4,2,med,med,unacc,274
high,med,2,2,small,high,unacc,650
med,vhigh,2,2,small,low,unacc,864
vhigh,high,4,2,small,med,unacc,163
high,vhigh,5more,more,big,low,unacc,537
high,vhigh,4,more,big,high,unacc,512
vhigh,vhigh,5more,4,small,med,unacc,91
low,high,4,4,big,low,unacc,1473
vhigh,high,3,2,med,low,unacc,138
med,med,4,2,med,high,unacc,1139
vhigh,low,3,2,big,med,unacc,358
high,low,2,more,small,med,unacc,775
high,low,4,2,med,low,unacc,813
high,med,4,4,small,low,unacc,711
med,med,3,2,big,med,unacc,1114
med,vhigh,2,2,small,high,unacc,866
low,vhigh,3,4,med,med,unacc,1336
low,low,5more,2,small,med,unacc,1702
vhigh,vhigh,2,more,big,high,unacc,26
low,med,2,2,med,high,unacc,1517
low,med,4,more,big,low,unacc,1590
low,vhigh,3,2,big,med,unacc,1330
med,high,2,2,big,high,unacc,980
vhigh,med,5more,2,med,high,unacc,302
vhigh,vhigh,3,4,big,med,unacc,43
low,med,4,2,med,med,unacc,1570
vhigh,high,4,4,small,high,unacc,173
high,vhigh,3,4,big,high,unacc,476
high,low,2,more,small,high,unacc,776
med,med,2,more,small,high,unacc,1100
vhigh,low,2,2,big,high,unacc,332
low,vhigh,4,2,big,high,unacc,1358
high,vhigh,3,4,med,low,unacc,471
high,vhigh,3,more,big,med,unacc,484
med,low,3,2,small,high,unacc,1217
med,low,2,more,small,low,unacc,1206
med,low,5more,2,big,med,unacc,1276
high,low,3,4,med,low,unacc,795
high,vhigh,4,4,big,low,unacc,501
low,low,3,2,big,med,unacc,1654
low,vhigh,4,2,small,low,unacc,1350
high,vhigh,5more,more,small,med,unacc,532
low,low,4,4,small,low,unacc,1683
med,low,5more,4,med,low,unacc,1281
med,vhigh,3,4,small,low,unacc,900
med,vhigh,5more,more,small,med,unacc,964
high,low,4,2,med,med,unacc,814
med,vhigh,4,more,small,med,unacc,937
med,low,5more,4,big,low,unacc,1284
med,vhigh,5more,4,small,low,unacc,954
vhigh,vhigh,3,2,big,high,unacc,35
vhigh,med,5more,more,med,low,unacc,318
high,vhigh,3,4,big,low,unacc,474
vhigh,vhigh,2,2,small,low,unacc,0
low,vhigh,5more,2,small,med,unacc,1378
med,low,2,2,big,low,unacc,1194
low,med,3,2,small,low,unacc,1539
vhigh,high,5more,2,small,high,unacc,191
low,high,3,more,small,low,unacc,1449
med,med,5more,2,med,med,unacc,1165
high,med,4,more,med,low,unacc,723
low,med,5more,2,big,low,unacc,1599
med,med,2,4,big,low,unacc,1095
low,high,5more,more,big,low,unacc,1509
low,vhigh,3,4,small,low,unacc,1332
high,low,4,2,small,low,unacc,810
high,vhigh,3,2,small,med,unacc,460
high,med,3,more,med,low,unacc,696
low,vhigh,2,more,small,high,unacc,1316
med,med,4,2,small,low,unacc,1134
med,vhigh,2,4,small,low,unacc,873
low,med,5more,more,big,low,unacc,1617
med,vhigh,4,2,big,high,unacc,926
high,low,5more,2,small,low,unacc,837
low,vhigh,3,2,small,low,unacc,1323
med,low,2,2,med,med,unacc,1192
med,vhigh,3,more,small,low,unacc,909
vhigh,med,3,4,small,med,unacc,253
vhigh,vhigh,5more,2,big,low,unacc,87
high,low,2,2,small,high,unacc,758
low,low,5more,2,big,low,unacc,1707
high,vhigh,4,4,small,high,unacc,497
low,high,3,4,big,low,unacc,1446
high,med,3,2,small,high,unacc,677
vhigh,med,3,2,big,low,unacc,249
high,vhigh,4,2,big,high,unacc,494
high,vhigh,3,4,med,high,unacc,473
low,high,4,2,med,med,unacc,1462
low,vhigh,4,4,med,low,unacc,1362
high,vhigh,2,4,med,high,unacc,446
high,low,2,more,med,low,unacc,777
vhigh,high,3,more,med,med,unacc,157
high,med,3,2,big,high,unacc,683
med,low,3,more,med,low,unacc,1236
med,high,3,2,big,med,unacc,1006
med,high,3,4,small,low,unacc,1008
med,med,2,2,small,med,unacc,1081
vhigh,med,3,2,med,low,unacc,246
low,med,4,4,med,low,unacc,1578
med,vhigh,2,2,big,med,unacc,871
med,vhigh,3,2,small,high,unacc,893
high,high,3,2,big,low,unacc,573
low,vhigh,3,2,med,high,unacc,1328
vhigh,high,3,more,big,med,unacc,160
low,low,5more,2,small,high,unacc,1703
high,vhigh,5more,more,big,med,unacc,538
high,vhigh,4,more,big,low,unacc,510
vhigh,vhigh,2,2,small,high,unacc,2
high,low,4,more,small,med,unacc,829
low,vhigh,3,4,med,low,unacc,1335
low,vhigh,2,2,small,high,unacc,1298
high,vhigh,4,2,small,med,unacc,487
low,high,5more,4,big,low,unacc,1500
vhigh,vhigh,2,4,big,med,unacc,16
low,low,2,2,big,high,unacc,1628
high,vhigh,4,more,small,low,unacc,504
high,low,5more,more,small,med,unacc,856
med,med,2,more,med,low,unacc,1101
vhigh,high,5more,2,big,low,unacc,195
high,med,3,2,small,low,unacc,675
high,med,3,2,med,low,unacc,678
vhigh,low,5more,2,big,med,unacc,412
high,vhigh,3,2,med,med,unacc,463
vhigh,low,5more,4,med,low,unacc,417
vhigh,high,3,more,med,low,unacc,156
med,med,5more,2,small,med,unacc,1162
low,high,2,4,med,low,unacc,1416
high,med,4,2,med,high,unacc,707
vhigh,low,2,2,med,low,unacc,327
med,vhigh,2,more,small,low,unacc,882
low,vhigh,3,4,small,med,unacc,1333
med,high,2,more,small,low,unacc,990
high,med,2,more,med,med,unacc,670
high,high,2,more,med,med,unacc,562
low,med,5more,2,med,med,unacc,1597
low,med,2,2,med,low,unacc,1515
med,vhigh,2,more,small,high,unacc,884
vhigh,med,5more,4,small,low,unacc,306
med,low,3,more,big,low,unacc,1239
vhigh,low,2,2,small,high,unacc,326
vhigh,med,5more,more,small,low,unacc,315
vhigh,high,3,more,big,high,unacc,161
vhigh,vhigh,4,2,med,high,unacc,59
high,med,5more,4,big,low,unacc,744
low,high,3,more,big,low,unacc,1455
vhigh,low,2,more,med,low,unacc,345
high,med,3,more,big,low,unacc,699
low,vhigh,2,4,small,low,unacc,1305
vhigh,high,5more,4,small,low,unacc,198
vhigh,high,5more,2,med,low,unacc,192
high,vhigh,2,4,small,med,unacc,442
vhigh,vhigh,5more,more,small,low,unacc,99
low,high,2,2,small,med,unacc,1405
high,low,2,2,big,high,unacc,764
high,low,5more,2,med,med,unacc,841
vhigh,high,3,more,small,low,unacc,153
med,vhigh,4,4,small,med,unacc,928
med,vhigh,2,more,big,low,unacc,888
vhigh,vhigh,2,2,med,low,unacc,3
high,low,3,2,med,med,unacc,787
vhigh,med,4,4,small,med,unacc,280
med,high,3,2,small,med,unacc,1000
high,high,4,more,small,med,unacc,613
high,low,4,more,big,low,unacc,834
low,low,3,4,big,low,unacc,1662
high,med,2,2,med,high,unacc,653
vhigh,vhigh,2,more,med,med,unacc,22
med,low,5more,2,big,low,unacc,1275
high,med,4,2,big,high,unacc,710
low,vhigh,3,2,big,high,unacc,1331
vhigh,high,5more,more,big,med,unacc,214
low,vhigh,4,4,small,med,unacc,1360
high,med,3,more,small,med,unacc,694
med,high,5more,more,small,low,unacc,1071
high,low,3,4,big,low,unacc,798
vhigh,vhigh,3,more,small,med,unacc,46
vhigh,med,4,2,med,high,unacc,275
med,low,2,more,big,low,unacc,1212
vhigh,low,2,more,big,low,unacc,348
vhigh,med,4,more,big,low,unacc,294
low,low,5more,more,big,low,unacc,1725
low,low,2,4,small,low,unacc,1629
vhigh,vhigh,5more,2,med,high,unacc,86
vhigh,high,3,4,small,med,unacc,145
high,low,4,4,med,low,unacc,822
med,med,5more,2,small,high,unacc,1163
vhigh,high,2,2,big,low,unacc,114
low,med,2,2,small,low,unacc,1512
low,vhigh,4,2,small,high,unacc,1352
vhigh,med,5more,2,small,med,unacc,298
low,med,4,2,small,high,unacc,1568
vhigh,low,2,4,big,low,unacc,339
high,vhigh,5more,more,med,low,unacc,534
high,vhigh,4,4,small,med,unacc,496
high,vhigh,4,2,med,high,unacc,491
low,med,4,2,big,low,unacc,1572
high,vhigh,4,2,big,low,unacc,492
med,med,3,more,big,low,unacc,1131
high,high,2,2,med,low,unacc,543
low,low,2,2,small,high,unacc,1622
high,med,5more,4,med,low,unacc,741
med,med,4,2,med,med,unacc,1138
high,high,5more,2,med,high,unacc,626
med,vhigh,3,more,small,med,unacc,910
vhigh,vhigh,5more,2,med,med,unacc,85
vhigh,high,5more,4,med,med,unacc,202
vhigh,high,2,2,small,high,unacc,110
high,low,2,4,med,med,unacc,769
vhigh,low,5more,2,med,low,unacc,408
low,low,2,more,big,low,unacc,1644
vhigh,high,4,2,big,med,unacc,169
vhigh,med,5more,2,small,high,unacc,299
vhigh,vhigh,4,more,med,low,unacc,75
vhigh,high,2,more,small,low,unacc,126
low,med,2,4,small,low,unacc,1521
vhigh,vhigh,4,4,small,med,unacc,64
vhigh,high,4,4,big,high,unacc,179
vhigh,vhigh,5more,2,big,med,unacc,88
vhigh,high,2,2,big,high,unacc,116
med,high,4,2,big,low,unacc,1032
med,low,5more,2,small,high,unacc,1271
high,vhigh,5more,more,med,high,unacc,536
vhigh,vhigh,3,more,small,low,unacc,45
high,high,2,2,small,low,unacc,540
vhigh,low,3,2,med,med,unacc,355
low,high,4,4,med,low,unacc,1470
low,low,4,2,small,high,unacc,1676
high,vhigh,4,more,small,med,unacc,505
med,low,3,2,big,high,unacc,1223
low,vhigh,4,2,med,low,unacc,1353
vhigh,high,4,4,big,low,unacc,177
low,low,5more,4,big,low,unacc,1716
vhigh,low,5more,4,small,low,unacc,414
low,high,5more,4,small,low,unacc,1494
high,high,2,2,small,high,unacc,542
high,low,3,4,small,low,unacc,792
vhigh,high,2,more,big,low,unacc,132
med,vhigh,3,2,small,med,unacc,892
vhigh,high,3,4,med,low,unacc,147
high,low,2,4,small,med,unacc,766
med,med,3,2,big,low,unacc,1113
high,med,4,4,med,low,unacc,714
high,low,3,2,small,med,unacc,784
med,med,5more,more,med,low,unacc,1182
vhigh,low,3,2,med,high,unacc,356
high,med,4,2,med,med,unacc,706
high,vhigh,3,more,big,high,unacc,485
high,vhigh,5more,more,med,med,unacc,535
vhigh,vhigh,2,4,med,med,unacc,13
low,low,3,2,med,low,unacc,1650
low,low,3,more,small,low,unacc,1665
high,high,4,4,med,low,unacc,606
vhigh,vhigh,3,2,big,low,unacc,33
med,high,2,2,med,med,unacc,976
low,vhigh,5more,2,med,low,unacc,1380
vhigh,high,2,4,big,low,unacc,123
med,vhigh,2,2,small,med,unacc,865
med,med,5more,2,big,med,unacc,1168
low,vhigh,2,2,med,high,unacc,1301
vhigh,low,2,4,small,low,unacc,333
med,med,3,2,big,high,unacc,1115
vhigh,low,3,more,small,med,unacc,370
low,vhigh,3,more,big,high,acc,1349
med,med,3,more,big,med,acc,1132
vhigh,med,3,more,big,high,acc,269
high,low,2,4,small,high,acc,767
high,med,5more,4,small,high,acc,740
high,low,5more,4,med,med,acc,850
low,med,2,4,med,med,acc,1525
low,high,3,4,big,med,acc,1447
med,med,3,4,med,high,acc,1121
vhigh,low,3,4,big,high,acc,368
vhigh,low,4,more,small,high,acc,398
high,med,5more,4,big,high,acc,746
med,vhigh,2,4,big,high,acc,881
low,vhigh,4,4,med,high,acc,1364
low,med,3,4,small,med,acc,1549
vhigh,low,3,more,med,med,acc,373
high,med,5more,more,med,high,acc,752
high,high,3,4,big,high,acc,584
med,low,2,4,med,med,acc,1201
high,low,5more,more,med,med,acc,859
med,med,4,4,small,high,acc,1145
vhigh,med,3,more,small,high,acc,263
high,med,4,4,big,med,acc,718
low,low,3,4,med,med,acc,1660
high,low,2,4,big,high,acc,773
med,vhigh,3,more,big,med,acc,916
med,high,5more,4,med,high,acc,1067
low,vhigh,2,more,big,med,acc,1321
med,vhigh,5more,more,med,med,acc,967
low,high,3,4,med,med,acc,1444
low,vhigh,5more,4,small,high,acc,1388
high,low,5more,more,med,high,acc,860
low,low,2,4,small,med,acc,1630
med,med,2,more,big,med,acc,1105
high,low,2,4,med,high,acc,770
med,high,5more,4,small,high,acc,1064
vhigh,low,5more,more,big,high,acc,431
vhigh,low,5more,4,big,med,acc,421
low,vhigh,5more,more,big,high,acc,1403
high,med,3,4,big,med,acc,691
med,high,4,4,big,med,acc,1042
low,med,3,more,small,med,acc,1558
med,vhigh,5more,4,small,high,acc,956
vhigh,low,2,more,big,high,acc,350
high,high,4,more,big,med,acc,619
low,low,2,more,med,med,acc,1642
low,high,2,4,med,high,acc,1418
low,vhigh,4,more,big,high,acc,1376
med,high,3,4,med,high,acc,1013
vhigh,med,3,4,big,med,acc,259
high,high,3,more,big,high,acc,593
vhigh,med,5more,4,med,high,acc,311
low,high,4,more,big,med,acc,1483
vhigh,med,3,4,big,high,acc,260
med,vhigh,4,4,med,med,acc,931
med,vhigh,4,4,big,high,acc,935
med,med,4,more,small,med,acc,1153
med,vhigh,3,more,med,high,acc,914
high,low,3,more,small,high,acc,803
low,med,4,more,small,med,acc,1585
low,med,3,4,med,med,acc,1552
low,vhigh,3,4,big,high,acc,1340
high,med,5more,more,small,high,acc,749
low,low,4,more,small,med,acc,1693
med,vhigh,2,more,med,high,acc,887
med,vhigh,2,4,small,high,acc,875
high,low,4,more,big,high,acc,836
med,high,2,more,big,med,acc,997
high,med,5more,4,med,med,acc,742
med,high,2,4,small,high,acc,983
low,med,4,4,small,med,acc,1576
med,vhigh,3,more,med,med,acc,913
med,low,5more,4,small,med,acc,1279
med,med,5more,more,small,med,acc,1180
high,low,2,more,big,med,acc,781
med,low,4,4,small,med,acc,1252
high,low,4,4,small,high,acc,821
med,med,5more,4,med,med,acc,1174
high,med,4,more,med,high,acc,725
vhigh,low,5more,4,med,high,acc,419
med,high,3,4,big,med,acc,1015
low,vhigh,4,more,med,high,acc,1373
med,vhigh,3,4,big,med,acc,907
high,med,3,4,big,high,acc,692
med,vhigh,5more,4,big,med,acc,961
high,high,5more,4,big,high,acc,638
low,high,2,4,small,high,acc,1415
high,high,2,more,big,med,acc,565
high,high,5more,4,small,high,acc,632
high,high,2,4,small,high,acc,551
low,low,3,4,small,med,acc,1657
med,med,4,more,med,med,acc,1156
high,high,3,more,med,med,acc,589
vhigh,low,5more,more,med,high,acc,428
med,vhigh,2,4,med,high,acc,878
med,vhigh,5more,more,small,high,acc,965
med,high,3,more,big,med,acc,1024
low,vhigh,5more,more,big,med,acc,1402
high,high,3,4,big,med,acc,583
high,med,4,more,big,high,acc,728
vhigh,med,4,more,big,high,acc,296
low,vhigh,5more,more,small,high,acc,1397
med,vhigh,2,more,big,high,acc,890
med,vhigh,4,more,med,high,acc,941
high,low,5more,4,big,high,acc,854
high,low,3,4,small,high,acc,794
low,high,5more,more,big,med,acc,1510
vhigh,low,4,4,med,high,acc,392
low,vhigh,4,4,med,med,acc,1363
vhigh,med,5more,more,small,high,acc,317
med,med,2,4,med,high,acc,1094
low,high,5more,more,med,med,acc,1507
low,vhigh,2,more,big,high,acc,1322
med,low,3,4,small,med,acc,1225
high,med,3,more,big,med,acc,700
med,high,4,more,small,high,acc,1046
high,high,5more,4,big,med,acc,637
vhigh,low,3,4,big,med,acc,367
low,vhigh,5more,4,med,med,acc,1390
vhigh,low,2,4,small,high,acc,335
vhigh,med,2,more,med,high,acc,239
high,med,4,4,small,high,acc,713
med,med,3,4,small,med,acc,1117
vhigh,low,5more,more,big,med,acc,430
high,med,2,more,big,high,acc,674
med,high,3,more,med,high,acc,1022
med,vhigh,4,4,med,high,acc,932
high,high,4,4,big,high,acc,611
low,high,4,4,med,med,acc,1471
vhigh,med,2,4,big,high,acc,233
high,med,5more,more,big,med,acc,754
med,high,5more,4,med,med,acc,1066
high,low,3,more,med,high,acc,806
low,high,4,4,small,med,acc,1468
low,vhigh,5more,4,big,med,acc,1393
low,high,3,4,small,med,acc,1441
high,med,5more,4,med,high,acc,743
low,high,5more,more,small,high,acc,1505
med,high,5more,4,big,high,acc,1070
low,high,5more,4,small,med,acc,1495
low,med,2,4,small,med,acc,1522
med,vhigh,5more,more,big,high,acc,971
low,high,2,more,big,med,acc,1429
low,high,4,4,big,med,acc,1474
vhigh,med,3,4,small,high,acc,254
low,high,3,more,big,med,acc,1456
vhigh,med,2,4,big,med,acc,232
low,high,4,more,med,med,acc,1480
vhigh,med,3,more,big,med,acc,268
high,low,3,4,big,med,acc,799
vhigh,med,4,4,big,med,acc,286
high,low,5more,4,big,med,acc,853
high,low,3,more,big,high,acc,809
low,high,2,4,med,med,acc,1417
med,med,2,4,med,med,acc,1093
high,med,4,4,big,high,acc,719
vhigh,med,5more,more,med,high,acc,320
high,high,4,more,big,high,acc,620
med,high,4,4,med,med,acc,1039
high,high,2,4,big,med,acc,556
vhigh,low,2,more,med,high,acc,347
high,low,3,4,big,high,acc,800
high,med,2,more,med,high,acc,671
low,high,2,4,big,med,acc,1420
low,vhigh,2,4,big,high,acc,1313
vhigh,low,5more,4,small,high,acc,416
vhigh,low,2,4,big,med,acc,340
high,high,4,4,med,high,acc,608
low,high,2,more,med,med,acc,1426
high,high,3,more,med,high,acc,590
low,vhigh,3,more,med,high,acc,1346
med,vhigh,5more,4,big,high,acc,962
vhigh,med,2,4,small,high,acc,227
high,med,4,more,med,med,acc,724
low,high,3,more,small,med,acc,1450
vhigh,low,4,more,med,high,acc,401
med,high,5more,more,small,high,acc,1073
med,med,4,4,med,med,acc,1147
med,med,2,4,big,med,acc,1096
high,med,3,more,big,high,acc,701
low,low,5more,more,small,med,acc,1720
high,med,2,4,big,high,acc,665
high,low,5more,4,small,high,acc,848
med,vhigh,4,more,small,high,acc,938
med,med,3,4,big,med,acc,1123
high,low,5more,more,small,high,acc,857
high,high,5more,more,big,high,acc,647
high,high,4,more,med,high,acc,617
low,high,5more,4,small,high,acc,1496
high,med,4,more,small,high,acc,722
high,low,4,4,big,med,acc,826
high,high,3,4,small,high,acc,578
low,vhigh,3,4,small,high,acc,1334
low,high,2,4,small,med,acc,1414
low,vhigh,3,more,big,med,acc,1348
low,vhigh,4,more,small,high,acc,1370
low,high,4,4,small,high,acc,1469
med,vhigh,5more,more,big,med,acc,970
med,med,5more,4,small,med,acc,1171
vhigh,med,5more,4,big,med,acc,313
vhigh,med,4,4,big,high,acc,287
med,med,4,more,big,med,acc,1159
med,high,3,4,big,high,acc,1016
vhigh,low,2,more,big,med,acc,349
med,med,5more,more,small,high,acc,1181
high,high,2,more,big,high,acc,566
med,vhigh,3,more,big,high,acc,917
med,vhigh,5more,4,med,high,acc,959
high,low,4,4,med,high,acc,824
low,med,5more,more,small,med,acc,1612
high,med,4,more,big,med,acc,727
high,med,2,more,big,med,acc,673
high,low,5more,4,med,high,acc,851
high,high,2,4,med,high,acc,554
low,vhigh,3,4,med,high,acc,1337
med,vhigh,4,4,big,med,acc,934
high,low,3,more,big,med,acc,808
low,vhigh,3,4,big,med,acc,1339
med,med,2,4,small,med,acc,1090
high,med,3,4,med,high,acc,689
vhigh,low,5more,4,big,high,acc,422
low,low,5more,4,small,med,acc,1711
high,med,3,4,small,high,acc,686
low,vhigh,5more,more,med,high,acc,1400
vhigh,low,3,4,small,high,acc,362
high,high,4,more,med,med,acc,616
high,low,4,more,med,high,acc,833
med,med,3,4,small,high,acc,1118
vhigh,low,4,4,small,high,acc,389
high,low,4,4,med,med,acc,823
med,med,3,4,med,med,acc,1120
vhigh,low,5more,more,med,med,acc,427
med,vhigh,3,more,small,high,acc,911
vhigh,low,4,more,big,high,acc,404
med,high,2,4,big,med,acc,988
high,high,5more,4,med,high,acc,635
low,med,2,more,med,med,acc,1534
low,vhigh,4,more,med,med,acc,1372
low,med,5more,4,small,med,acc,1603
vhigh,med,5more,more,med,med,acc,319
high,med,4,4,med,med,acc,715
low,vhigh,4,4,big,high,acc,1367
low,high,4,more,small,med,acc,1477
high,high,4,4,big,med,acc,610
low,high,3,4,med,high,acc,1445
med,high,5more,4,big,med,acc,1069
med,med,4,4,small,med,acc,1144
med,med,2,more,med,high,acc,1103
low,low,2,4,med,med,acc,1633
vhigh,low,3,more,small,high,acc,371
med,high,3,more,small,high,acc,1019
high,high,5more,more,med,med,acc,643
med,high,4,more,big,med,acc,1051
med,high,2,more,med,high,acc,995
med,high,4,more,med,med,acc,1048
med,high,2,4,big,high,acc,989
high,med,2,4,med,high,acc,662
low,high,5more,more,small,med,acc,1504
med,high,2,more,big,high,acc,998
med,high,5more,more,big,med,acc,1078
low,vhigh,4,more,big,med,acc,1375
low,vhigh,5more,4,med,high,acc,1391
high,high,4,4,med,med,acc,607
med,vhigh,4,more,big,med,acc,943
vhigh,low,4,4,big,med,acc,394
med,med,5more,more,med,med,acc,1183
vhigh,med,2,4,med,high,acc,230
high,med,3,more,med,high,acc,698
med,med,2,more,med,med,acc,1102
low,high,5more,4,big,med,acc,1501
med,high,4,4,small,high,acc,1037
vhigh,low,4,more,big,med,acc,403
vhigh,low,5more,more,small,high,acc,425
med,vhigh,5more,more,med,high,acc,968
vhigh,low,2,4,med,high,acc,338
med,vhigh,5more,4,med,med,acc,958
vhigh,med,3,more,med,high,acc,266
med,low,3,more,small,med,acc,1234
low,vhigh,4,4,small,high,acc,1361
med,med,3,more,small,high,acc,1127
low,low,3,more,small,med,acc,1666
vhigh,low,5more,4,med,med,acc,418
low,high,2,more,med,high,acc,1427
high,high,5more,more,small,high,acc,641
low,high,3,more,small,high,acc,1451
high,high,3,4,med,high,acc,581
vhigh,med,4,4,med,high,acc,284
med,low,2,4,small,med,acc,1198
vhigh,med,5more,4,small,high,acc,308
med,high,4,4,big,high,acc,1043
vhigh,med,4,more,med,high,acc,293
med,med,4,more,small,high,acc,1154
med,vhigh,3,4,small,high,acc,902
med,med,4,4,big,med,acc,1150
low,vhigh,2,4,small,high,acc,1307
low,high,3,more,med,med,acc,1453
med,vhigh,3,4,big,high,acc,908
med,med,5more,more,big,med,acc,1186
med,low,5more,more,small,med,acc,1288
vhigh,low,4,4,big,high,acc,395
high,med,5more,more,big,high,acc,755
vhigh,low,4,more,med,med,acc,400
med,low,2,more,med,med,acc,1210
high,low,3,more,med,med,acc,805
med,med,5more,4,small,high,acc,1172
med,med,3,more,small,med,acc,1126
low,low,4,4,small,med,acc,1684
high,low,5more,more,big,high,acc,863
low,med,3,more,big,high,vgood,1565
med,med,5more,more,med,high,vgood,1184
med,low,3,more,med,high,vgood,1238
med,low,2,more,big,high,vgood,1214
low,med,5more,4,med,high,vgood,1607
low,high,4,4,big,high,vgood,1475
low,low,5more,4,big,high,vgood,1718
med,med,4,4,med,high,vgood,1148
med,med,4,more,big,high,vgood,1160
med,med,5more,4,big,high,vgood,1178
med,low,4,4,med,high,vgood,1256
low,high,2,more,big,high,vgood,1430
low,low,4,4,big,high,vgood,1691
low,high,5more,4,med,high,vgood,1499
low,med,3,4,big,high,vgood,1556
med,med,2,4,big,high,vgood,1097
low,high,5more,more,big,high,vgood,1511
low,med,2,4,big,high,vgood,1529
med,low,4,4,big,high,vgood,1259
med,med,3,4,big,high,vgood,1124
low,low,3,more,med,high,vgood,1670
low,low,4,more,big,high,vgood,1700
low,high,4,more,big,high,vgood,1484
med,med,4,more,med,high,vgood,1157
low,high,3,more,big,high,vgood,1457
low,low,2,4,big,high,vgood,1637
low,high,3,more,med,high,vgood,1454
low,high,5more,4,big,high,vgood,1502
low,med,4,more,med,high,vgood,1589
med,med,3,more,big,high,vgood,1133
low,med,4,4,big,high,vgood,1583
med,med,2,more,big,high,vgood,1106
low,med,5more,more,big,high,vgood,1619
low,low,5more,4,med,high,vgood,1715
low,med,2,more,big,high,vgood,1538
med,med,3,more,med,high,vgood,1130
low,high,4,4,med,high,vgood,1472
low,high,4,more,med,high,vgood,1481
low,med,4,4,med,high,vgood,1580
low,low,4,more,med,high,vgood,1697
med,low,5more,4,med,high,vgood,1283
low,low,2,more,big,high,vgood,1646
med,low,4,more,big,high,vgood,1268
med,low,2,4,big,high,vgood,1205
med,low,4,more,med,high,vgood,1265
low,med,5more,more,med,high,vgood,1616
med,med,5more,more,big,high,vgood,1187
med,med,4,4,big,high,vgood,1151
low,low,5more,more,big,high,vgood,1727
low,high,2,4,big,high,vgood,1421
low,high,3,4,big,high,vgood,1448
med,low,5more,more,big,high,vgood,1295
low,med,4,more,small,high,good,1586
low,low,4,4,big,med,good,1690
med,low,3,4,big,med,good,1231
med,low,4,4,small,high,good,1253
low,med,3,more,small,high,good,1559
low,med,2,more,med,high,good,1535
med,low,2,more,big,med,good,1213
low,low,4,more,med,med,good,1696
low,med,5more,more,big,med,good,1618
med,low,2,more,med,high,good,1211
low,med,4,4,big,med,good,1582
low,low,4,4,med,med,good,1687
low,low,5more,more,small,high,good,1721
low,med,3,more,big,med,good,1564
med,low,2,4,big,med,good,1204
low,med,2,4,big,med,good,1528
low,low,2,more,big,med,good,1645
low,med,2,4,small,high,good,1523
med,low,4,4,med,med,good,1255
med,low,2,4,small,high,good,1199
low,low,5more,4,med,med,good,1714
med,low,5more,more,small,high,good,1289
low,low,3,more,med,med,good,1669
low,low,4,more,small,high,good,1694
low,low,3,4,big,med,good,1663
med,low,3,more,med,med,good,1237
med,low,3,4,small,high,good,1226
low,low,3,4,small,high,good,1658
low,low,3,more,small,high,good,1667
med,low,5more,4,small,high,good,1280
low,med,4,more,med,med,good,1588
low,low,2,4,big,med,good,1636
low,low,3,more,big,med,good,1672
low,med,5more,4,small,high,good,1604
med,low,4,4,big,med,good,1258
low,med,5more,more,small,high,good,1613
low,med,5more,4,med,med,good,1606
low,low,4,4,small,high,good,1685
low,med,2,4,med,high,good,1526
low,low,4,more,big,med,good,1699
low,med,3,more,med,med,good,1561
low,med,5more,more,med,med,good,1615
med,low,5more,more,med,med,good,1291
low,med,3,4,big,med,good,1555
low,med,4,4,small,high,good,1577
low,med,3,4,small,high,good,1550
med,low,5more,4,med,med,good,1282
med,low,4,more,med,med,good,1264
low,med,2,more,big,med,good,1537
low,med,4,more,big,med,good,1591
low,low,5more,4,big,med,good,1717
low,low,2,4,small,high,good,1631
low,low,5more,more,big,med,good,1726
low,med,5more,4,big,med,good,1609
med,low,4,more,small,high,good,1262
low,low,3,4,med,high,good,1661
