X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_mon,day_sat,day_sun,day_thu,day_tue,day_wed,sampleNum
1,5,93.5,149.3,728.6,8.1,27.8,27,3.1,0.0,4.566221435849517,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,230
6,5,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,1.5085119938441398,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,300
5,4,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,0.9001613499442714,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,152
3,4,91.4,142.4,601.4,10.6,11.6,87,4.5,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,97
8,6,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,1.7850704810772584,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,423
3,5,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,127
2,2,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.41871033485818504,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,269
6,3,94.3,85.1,692.3,15.9,25.4,24,3.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,29
2,5,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,3.311637304949512,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,483
7,4,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,451
7,5,81.9,3.0,7.9,3.5,13.4,75,1.8,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,238
8,6,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,1.8293763327993617,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,178
4,3,90.2,99.6,631.2,6.3,21.5,34,2.2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,50
4,4,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,488
5,4,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,1.5496879080283263,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,349
4,3,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,1.597365331199831,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,360
7,4,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,447
5,4,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,0.9707789171582248,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,348
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,99
6,5,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,445
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,98
2,2,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,424
2,4,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,311
6,5,85.4,25.4,349.7,2.6,5.1,24,8.5,0.0,3.2492110246642736,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,280
4,4,79.5,60.6,366.7,1.5,23.3,37,3.1,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,39
7,4,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,1.7263316639055997,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,410
1,5,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,2.528125768907977,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,199
7,4,90.2,110.9,537.4,6.2,19.5,43,5.8,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,22
7,5,92.5,88.0,698.6,7.1,17.8,51,7.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,9
3,4,83.9,8.0,30.2,2.6,12.7,48,1.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,95
8,6,91.4,142.4,601.4,10.6,19.6,41,5.8,0.0,5.285637313390662,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,234
1,2,91.7,114.3,661.3,6.3,20.2,45,3.6,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,83
2,4,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,2.7936160894318567,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,432
2,2,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,5.307970623576175,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,235
5,4,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,1.1537315878891892,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,508
1,3,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,427
6,3,93.4,145.4,721.4,8.1,30.2,24,2.7,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,27
2,2,92.4,117.9,668.0,12.2,23.0,37,4.5,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,65
1,2,94.8,108.3,647.1,17.0,18.6,51,4.5,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,81
7,3,90.6,43.7,686.9,6.7,17.8,27,4.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,37
3,4,91.8,170.9,692.3,13.7,20.6,59,0.9,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,257
8,6,93.9,135.7,586.7,15.1,20.8,34,4.9,0.0,2.0744289998562917,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,183
4,4,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,3.2280337626529665,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,209
8,6,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,2.0241930674493576,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,293
3,4,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,0.8285518175661483,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,481
6,5,91.7,35.8,80.8,7.8,17.4,25,4.9,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,88
6,5,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,416
1,4,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,3.3738261848660236,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,345
8,6,85.6,90.4,609.6,6.6,17.4,50,4.0,0.0,1.3056264580524357,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,170
2,2,86.6,13.2,43.0,5.3,12.3,51,0.9,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58
6,6,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,494
9,9,86.6,13.2,43.0,5.3,15.7,43,3.1,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75
3,5,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,133
8,6,90.1,108.0,529.8,12.5,21.2,51,8.9,0.0,0.4762341789963716,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,141
2,2,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,1.9213246735826988,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,344
2,2,90.2,99.6,631.2,6.3,20.8,33,2.7,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,62
5,4,91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,0.08617769624105233,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,245
8,6,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,436
5,4,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,2.856470206220483,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,486
1,4,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,324
6,3,91.8,78.5,724.3,9.2,21.2,32,2.7,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,33
8,5,84.9,32.8,664.2,3.0,16.7,47,4.9,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,16
4,5,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,368
7,4,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,388
1,3,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,491
3,4,84.4,73.4,671.9,3.2,17.9,45,3.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,122
1,4,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,4.427836170705175,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,456
2,4,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,1.951608170169951,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,403
6,4,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,1.144222799920162,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,463
2,4,91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,1.3532545070416904,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,243
3,4,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,117
4,5,92.9,133.3,699.6,9.2,24.3,25,4.0,0.0,2.3427668826268775,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,192
1,3,87.6,52.2,103.8,5.0,8.3,72,3.1,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,76
5,4,88.8,147.3,614.5,9.0,17.3,43,4.5,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,72
7,4,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,309
9,6,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,3.7812307151781224,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,382
1,3,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.2851789422336624,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,438
7,4,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.000631880307906,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,352
4,4,90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40
1,4,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,1.5040773967762742,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,173
1,2,91.0,121.2,561.6,7.0,21.6,19,6.7,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,78
8,6,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,90
9,9,90.1,68.6,355.2,7.2,24.8,29,2.2,0.0,0.8586616190375187,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,150
1,2,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,507
7,4,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,0.9895411936137477,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,158
2,5,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,459
4,3,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,1.4655675420143985,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,328
3,4,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,1.8794650496471605,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,466
6,3,90.6,50.1,100.4,7.8,15.2,31,8.5,0.0,1.0784095813505903,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,161
2,5,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,1.7715567619105355,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,177
4,6,84.6,26.4,352.0,2.0,5.1,61,4.9,0.0,1.8531680973566984,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,274
2,4,93.4,145.4,721.4,8.1,28.6,27,2.2,0.0,0.959350221334602,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,155
7,4,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,288
7,4,93.5,139.4,594.2,20.3,5.1,96,5.8,0.0,3.295836866004329,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,210
4,3,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,334
6,5,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,1.724550719534605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,175
6,3,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,341
1,3,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,1.9960599327407849,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,430
8,6,91.1,103.2,638.8,5.8,23.4,22,2.7,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,93
6,5,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,1.1908875647772805,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,165
2,5,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,1.4327007339340463,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,474
6,3,88.6,69.7,706.8,5.8,20.6,37,1.8,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,31
2,5,91.0,129.5,692.6,7.0,17.6,46,3.1,0.0,2.0844290831908747,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,184
1,2,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,442
5,4,92.9,133.3,699.6,9.2,21.9,35,1.8,0.0,1.2725655957915476,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,169
2,2,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,59
6,3,90.6,35.4,669.1,6.7,21.7,24,4.5,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,35
4,3,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,1.534714366238164,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,395
5,4,85.2,4.9,15.8,6.3,7.5,46,8.0,0.0,3.228430037673012,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,283
4,5,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,105
4,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,3.136797713832594,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,277
1,3,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,3.7914360424390283,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,492
1,2,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,84
5,4,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,325
5,5,91.7,35.8,80.8,7.8,15.1,27,5.4,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,15
6,5,84.9,18.2,55.0,3.0,5.3,70,4.5,0.0,1.144222799920162,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,164
5,4,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,1.6882490928583902,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,318
7,4,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,429
7,4,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,335
6,3,91.7,75.6,718.3,7.8,17.7,39,3.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,32
6,4,91.0,129.5,692.6,7.0,18.3,40,2.7,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19
4,5,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,69
8,6,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,2.1029138978649784,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,185
8,6,93.7,80.9,685.2,17.9,23.7,25,4.5,0.0,0.7514160886839212,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,148
6,3,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,1.9600947840472698,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,343
8,6,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,1.9878743481543455,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,421
8,6,92.3,85.3,488.0,14.7,22.2,29,5.4,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
2,4,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,307
6,3,88.6,91.8,709.9,7.1,11.2,78,7.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,30
4,4,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,490
6,4,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,3.392492941032009,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,387
6,5,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,2.0294631718735947,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,467
6,3,79.5,3.0,106.7,1.1,11.8,31,4.5,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,515
4,4,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,4.494126887194767,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,229
9,4,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,4.267176792994939,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,472
7,4,90.9,126.5,686.5,7.0,19.4,48,1.3,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,26
4,6,93.7,80.9,685.2,17.9,17.6,42,3.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,132
7,5,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,412
2,5,90.9,126.5,686.5,7.0,21.9,39,1.8,0.0,0.3852624007906449,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,139
6,3,88.0,17.2,43.5,3.8,15.2,51,2.7,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,239
2,3,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,333
1,4,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,2.105352923464337,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,320
2,5,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,128
3,4,88.1,25.7,67.6,3.8,15.8,27,7.6,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,113
3,4,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,446
1,2,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,397
4,4,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,240
7,4,91.8,175.1,700.7,13.8,21.9,73,7.6,1.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,242
4,3,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,2.0068708488450007,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,511
8,6,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,3.4397768636296306,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,390
8,6,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,375
7,4,90.6,35.4,669.1,6.7,18.0,33,0.9,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
4,4,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,48
6,5,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,393
4,4,87.2,23.9,64.7,4.1,11.8,35,1.8,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,47
4,4,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,501
8,6,91.0,129.5,692.6,7.0,13.1,63,5.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,7
9,4,84.4,73.4,671.9,3.2,24.3,36,3.1,0.0,4.669646205172456,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,232
1,2,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,1.916922612182061,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,504
7,5,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,3.9193957597575593,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,225
6,4,86.3,27.4,97.1,5.1,9.3,44,4.5,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18
4,4,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,2.93651291389402,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,275
6,5,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,2.9601050959108397,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,373
6,5,90.9,126.5,686.5,7.0,21.3,42,2.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,12
1,4,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,2.21046980408624,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,358
3,4,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,1.8213182714695995,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,306
3,6,90.9,126.5,686.5,7.0,15.6,66,3.1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,136
1,4,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,1.5496879080283263,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,461
4,4,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,2.503073953743449,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,331
6,3,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,409
4,4,85.9,19.5,57.3,2.8,13.7,43,5.8,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,109
6,3,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,2.081938421878423,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,415
6,3,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,0.9400072584914712,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,262
6,5,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,2.231089091288976,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,189
4,4,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,3.4170707308184456,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,215
8,5,89.7,90.0,704.4,4.8,17.8,67,2.2,0.0,1.1019400787607843,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,163
4,6,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,131
7,4,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,36
2,5,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,2.3942522815198695,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,443
6,5,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,327
7,4,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,2.642622395779755,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,201
3,4,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,121
