buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
low,vhigh,5more,more,big,med,acc,1402,1
high,high,2,4,med,high,acc,554,1
low,high,5more,more,med,med,acc,1507,1
high,med,2,4,med,high,acc,662,1
med,high,4,4,big,high,acc,1043,1
low,med,4,more,small,med,acc,1585,1
low,low,4,more,big,high,vgood,1700,1
low,med,5more,more,med,high,vgood,1616,1
low,high,3,4,big,high,vgood,1448,1
low,low,3,more,med,high,vgood,1670,1
med,low,4,4,med,high,vgood,1256,1
med,low,2,4,big,high,vgood,1205,1
low,high,2,more,big,high,vgood,1430,1
med,low,5more,4,med,high,vgood,1283,1
med,low,3,more,med,high,vgood,1238,1
med,med,3,more,med,high,vgood,1130,1
low,high,4,4,med,high,vgood,1472,1
med,low,2,more,big,high,vgood,1214,1
low,med,4,4,med,high,vgood,1580,1
med,med,3,more,big,high,vgood,1133,1
med,med,4,more,med,high,vgood,1157,1
med,med,2,4,big,high,vgood,1097,1
low,high,3,more,big,high,vgood,1457,1
low,high,4,more,big,high,vgood,1484,1
low,high,4,4,big,high,vgood,1475,1
low,high,4,more,med,high,vgood,1481,1
low,low,4,4,big,high,vgood,1691,1
med,med,4,4,big,high,vgood,1151,1
low,low,4,more,med,high,vgood,1697,1
med,low,4,more,big,high,vgood,1268,1
low,med,3,more,big,high,vgood,1565,1
low,low,2,more,big,high,vgood,1646,1
low,med,5more,4,med,med,good,1606,1
low,med,5more,4,small,high,good,1604,1
low,med,5more,4,big,med,good,1609,1
med,low,4,more,med,med,good,1264,1
low,med,5more,more,med,med,good,1615,1
low,med,4,more,small,high,good,1586,1
med,low,2,4,small,high,good,1199,1
low,low,3,more,med,med,good,1669,1
low,low,4,4,med,med,good,1687,1
med,low,5more,4,small,high,good,1280,1
low,med,4,4,big,med,good,1582,1
low,low,2,4,big,med,good,1636,1
med,low,3,4,small,high,good,1226,1
low,low,4,4,big,med,good,1690,1
med,low,2,more,med,high,good,1211,1
med,low,3,more,med,med,good,1237,1
low,med,4,4,small,high,good,1577,1
low,med,4,more,big,med,good,1591,1
low,med,3,more,med,med,good,1561,1
low,med,3,4,big,med,good,1555,1
low,low,2,more,big,med,good,1645,1
low,med,3,more,big,med,good,1564,1
low,med,5more,more,small,high,good,1613,1
low,low,3,more,big,med,good,1672,1
low,med,2,more,med,high,good,1535,1
low,low,3,4,big,med,good,1663,1
low,med,2,more,big,med,good,1537,1
low,med,2,4,small,high,good,1523,1
