buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
high,med,2,4,med,high,acc,662,2
med,med,4,4,med,med,acc,1147,2
high,med,2,more,big,high,acc,674,2
med,med,3,4,med,med,acc,1120,2
high,med,3,4,small,high,acc,686,2
vhigh,low,5more,4,med,high,acc,419,2
low,high,4,4,big,high,vgood,1475,2
low,high,3,4,big,high,vgood,1448,2
low,high,5more,4,big,high,vgood,1502,2
low,low,2,more,big,high,vgood,1646,2
low,low,2,4,big,high,vgood,1637,2
med,med,2,more,big,high,vgood,1106,2
med,med,5more,4,big,high,vgood,1178,2
med,low,4,4,big,high,vgood,1259,2
low,low,5more,4,big,high,vgood,1718,2
med,med,4,4,big,high,vgood,1151,2
med,low,2,more,big,high,vgood,1214,2
med,med,5more,more,med,high,vgood,1184,2
low,low,5more,4,med,high,vgood,1715,2
med,med,2,4,big,high,vgood,1097,2
low,high,4,more,med,high,vgood,1481,2
med,low,5more,4,med,high,vgood,1283,2
low,high,4,4,med,high,vgood,1472,2
low,low,4,more,big,high,vgood,1700,2
med,low,2,4,big,high,vgood,1205,2
low,med,5more,4,med,high,vgood,1607,2
low,high,5more,more,big,high,vgood,1511,2
med,low,5more,more,big,high,vgood,1295,2
med,low,3,more,med,high,vgood,1238,2
low,med,3,more,big,high,vgood,1565,2
low,low,3,more,med,high,vgood,1670,2
med,med,4,more,med,high,vgood,1157,2
med,low,3,4,small,high,good,1226,2
low,low,4,4,small,high,good,1685,2
low,med,2,more,med,high,good,1535,2
low,med,3,more,big,med,good,1564,2
med,low,5more,more,small,high,good,1289,2
low,low,3,more,small,high,good,1667,2
low,med,2,4,med,high,good,1526,2
med,low,5more,4,small,high,good,1280,2
low,med,5more,4,med,med,good,1606,2
low,med,4,more,med,med,good,1588,2
med,low,4,more,med,med,good,1264,2
med,low,2,more,med,high,good,1211,2
low,low,2,more,big,med,good,1645,2
low,med,5more,more,med,med,good,1615,2
low,low,2,4,small,high,good,1631,2
low,low,5more,4,med,med,good,1714,2
med,low,4,4,med,med,good,1255,2
med,low,4,more,small,high,good,1262,2
med,low,2,more,big,med,good,1213,2
low,med,4,more,big,med,good,1591,2
low,med,3,more,small,high,good,1559,2
low,med,2,4,big,med,good,1528,2
low,low,3,4,big,med,good,1663,2
low,med,5more,more,small,high,good,1613,2
low,med,2,more,big,med,good,1537,2
low,med,5more,4,big,med,good,1609,2
low,low,5more,more,small,high,good,1721,2
med,low,5more,4,med,med,good,1282,2
