buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
med,high,2,more,big,high,acc,998,1
high,med,3,more,big,med,acc,700,1
high,med,2,more,med,high,acc,671,1
vhigh,med,3,4,big,med,acc,259,1
vhigh,low,5more,4,med,med,acc,418,1
low,high,5more,more,small,med,acc,1504,1
med,med,3,more,small,med,acc,1126,1
low,high,3,4,big,high,vgood,1448,1
low,low,2,4,big,high,vgood,1637,1
low,high,5more,4,big,high,vgood,1502,1
med,low,4,4,med,high,vgood,1256,1
med,med,5more,4,big,high,vgood,1178,1
med,low,4,more,med,high,vgood,1265,1
low,high,5more,more,big,high,vgood,1511,1
low,med,5more,more,med,high,vgood,1616,1
low,high,4,more,big,high,vgood,1484,1
med,low,5more,more,big,high,vgood,1295,1
med,med,3,more,big,high,vgood,1133,1
low,med,4,more,med,high,vgood,1589,1
med,low,2,4,big,high,vgood,1205,1
med,med,2,more,big,high,vgood,1106,1
low,low,4,more,med,high,vgood,1697,1
low,high,2,more,big,high,vgood,1430,1
low,low,4,more,big,high,vgood,1700,1
med,med,4,more,med,high,vgood,1157,1
low,med,4,4,big,high,vgood,1583,1
low,med,2,more,big,high,vgood,1538,1
med,low,4,4,big,high,vgood,1259,1
low,med,3,more,big,high,vgood,1565,1
low,high,4,4,med,high,vgood,1472,1
low,high,5more,4,med,high,vgood,1499,1
low,high,2,4,big,high,vgood,1421,1
low,low,4,4,big,high,vgood,1691,1
low,low,5more,more,small,high,good,1721,1
med,low,3,more,med,med,good,1237,1
med,low,4,more,med,med,good,1264,1
med,low,2,more,big,med,good,1213,1
med,low,2,more,med,high,good,1211,1
low,low,3,more,big,med,good,1672,1
low,med,3,more,med,med,good,1561,1
med,low,2,4,big,med,good,1204,1
med,low,4,4,big,med,good,1258,1
low,med,5more,more,small,high,good,1613,1
low,low,5more,4,med,med,good,1714,1
med,low,5more,4,med,med,good,1282,1
low,med,5more,4,big,med,good,1609,1
low,med,5more,more,med,med,good,1615,1
low,med,2,more,big,med,good,1537,1
low,low,2,more,big,med,good,1645,1
low,low,2,4,big,med,good,1636,1
low,med,4,more,med,med,good,1588,1
low,low,4,4,med,med,good,1687,1
low,low,3,more,small,high,good,1667,1
med,low,2,4,small,high,good,1199,1
low,low,4,more,big,med,good,1699,1
med,low,3,4,small,high,good,1226,1
low,med,2,4,big,med,good,1528,1
low,low,3,4,big,med,good,1663,1
low,low,3,more,med,med,good,1669,1
low,med,4,4,small,high,good,1577,1
med,low,3,4,big,med,good,1231,1
