buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
med,high,2,more,med,high,acc,995,2
low,high,4,4,small,med,acc,1468,2
vhigh,low,5more,more,med,high,acc,428,2
high,low,3,more,big,high,acc,809,2
med,med,2,more,big,med,acc,1105,2
med,med,5more,more,med,high,vgood,1184,2
low,med,3,4,big,high,vgood,1556,2
low,med,5more,more,med,high,vgood,1616,2
med,med,3,more,big,high,vgood,1133,2
low,low,4,more,big,high,vgood,1700,2
med,low,2,4,big,high,vgood,1205,2
med,med,4,more,big,high,vgood,1160,2
med,med,4,4,med,high,vgood,1148,2
low,high,5more,4,med,high,vgood,1499,2
low,low,2,4,big,high,vgood,1637,2
low,med,3,more,big,high,vgood,1565,2
med,med,5more,more,big,high,vgood,1187,2
low,high,2,more,big,high,vgood,1430,2
low,high,5more,more,big,high,vgood,1511,2
low,high,3,more,med,high,vgood,1454,2
low,high,5more,4,big,high,vgood,1502,2
low,med,4,4,med,high,vgood,1580,2
med,low,4,4,big,high,vgood,1259,2
med,med,2,more,big,high,vgood,1106,2
med,low,4,4,med,high,vgood,1256,2
low,med,4,more,med,high,vgood,1589,2
med,med,4,4,big,high,vgood,1151,2
low,med,5more,more,big,high,vgood,1619,2
low,med,5more,4,med,high,vgood,1607,2
low,low,5more,4,big,high,vgood,1718,2
low,med,4,4,big,high,vgood,1583,2
low,med,4,4,small,high,good,1577,2
low,low,5more,more,small,high,good,1721,2
med,low,5more,4,med,med,good,1282,2
low,med,5more,more,med,med,good,1615,2
med,low,5more,more,med,med,good,1291,2
med,low,4,4,small,high,good,1253,2
med,low,4,4,big,med,good,1258,2
med,low,4,4,med,med,good,1255,2
low,low,3,4,big,med,good,1663,2
low,med,2,4,small,high,good,1523,2
low,med,5more,4,med,med,good,1606,2
low,med,4,4,big,med,good,1582,2
low,med,2,4,big,med,good,1528,2
low,med,3,more,big,med,good,1564,2
med,low,3,more,med,med,good,1237,2
med,low,2,more,med,high,good,1211,2
med,low,4,more,small,high,good,1262,2
low,med,4,more,small,high,good,1586,2
low,low,5more,more,big,med,good,1726,2
low,low,5more,4,big,med,good,1717,2
med,low,3,4,small,high,good,1226,2
low,low,3,4,small,high,good,1658,2
low,low,4,more,big,med,good,1699,2
low,med,3,4,big,med,good,1555,2
med,low,2,4,small,high,good,1199,2
low,low,3,4,med,high,good,1661,2
low,low,3,more,small,high,good,1667,2
low,low,3,more,big,med,good,1672,2
