buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
high,low,3,more,big,med,acc,808,1
low,high,5more,more,small,med,acc,1504,1
med,low,3,more,small,med,acc,1234,1
high,high,5more,more,small,high,acc,641,1
med,vhigh,5more,4,big,med,acc,961,1
high,high,5more,more,big,high,acc,647,1
low,high,2,more,big,high,vgood,1430,1
med,low,4,more,big,high,vgood,1268,1
low,med,4,more,med,high,vgood,1589,1
low,med,4,4,big,high,vgood,1583,1
low,med,5more,more,big,high,vgood,1619,1
low,high,5more,4,med,high,vgood,1499,1
low,high,3,more,big,high,vgood,1457,1
low,high,2,4,big,high,vgood,1421,1
low,low,5more,more,big,high,vgood,1727,1
low,med,3,4,big,high,vgood,1556,1
low,med,2,4,big,high,vgood,1529,1
low,med,2,more,big,high,vgood,1538,1
med,low,4,more,med,high,vgood,1265,1
med,med,3,more,big,high,vgood,1133,1
low,high,3,more,med,high,vgood,1454,1
low,med,5more,more,med,high,vgood,1616,1
med,med,4,4,med,high,vgood,1148,1
low,med,4,4,med,high,vgood,1580,1
med,med,3,more,med,high,vgood,1130,1
med,med,4,more,big,high,vgood,1160,1
low,low,4,4,big,high,vgood,1691,1
med,med,3,4,big,high,vgood,1124,1
low,low,4,more,med,high,vgood,1697,1
med,low,4,4,med,high,vgood,1256,1
low,high,4,more,big,high,vgood,1484,1
med,med,5more,more,big,high,vgood,1187,1
low,low,4,more,small,high,good,1694,1
low,low,2,4,big,med,good,1636,1
low,med,4,4,small,high,good,1577,1
med,low,3,4,big,med,good,1231,1
low,low,4,4,big,med,good,1690,1
low,low,4,4,med,med,good,1687,1
low,low,4,more,med,med,good,1696,1
med,low,5more,more,med,med,good,1291,1
low,low,5more,4,big,med,good,1717,1
med,low,2,4,big,med,good,1204,1
low,med,4,more,small,high,good,1586,1
low,low,5more,more,big,med,good,1726,1
low,low,3,more,big,med,good,1672,1
low,low,3,4,med,high,good,1661,1
low,med,3,more,med,med,good,1561,1
low,med,4,4,big,med,good,1582,1
med,low,4,4,small,high,good,1253,1
med,low,2,4,small,high,good,1199,1
med,low,3,more,med,med,good,1237,1
low,med,3,4,small,high,good,1550,1
low,med,5more,4,small,high,good,1604,1
low,med,5more,more,big,med,good,1618,1
low,low,3,4,small,high,good,1658,1
low,low,3,more,med,med,good,1669,1
low,low,4,more,big,med,good,1699,1
low,med,3,4,big,med,good,1555,1
low,med,2,4,small,high,good,1523,1
med,low,4,4,big,med,good,1258,1
