buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
vhigh,low,5more,4,big,med,acc,421,1
vhigh,low,4,more,big,med,acc,403,1
low,med,3,more,small,med,acc,1558,1
med,med,2,more,med,high,acc,1103,1
high,med,3,4,big,high,acc,692,1
med,high,5more,4,big,med,acc,1069,1
low,high,4,more,big,med,acc,1483,1
med,low,5more,4,med,high,vgood,1283,1
low,high,4,more,big,high,vgood,1484,1
med,med,3,4,big,high,vgood,1124,1
med,low,2,more,big,high,vgood,1214,1
low,med,2,4,big,high,vgood,1529,1
low,high,4,4,big,high,vgood,1475,1
low,med,2,more,big,high,vgood,1538,1
med,low,4,more,med,high,vgood,1265,1
low,high,3,more,big,high,vgood,1457,1
low,low,5more,more,big,high,vgood,1727,1
med,med,5more,4,big,high,vgood,1178,1
low,high,2,4,big,high,vgood,1421,1
med,med,3,more,med,high,vgood,1130,1
low,low,4,4,big,high,vgood,1691,1
low,high,3,4,big,high,vgood,1448,1
low,high,4,more,med,high,vgood,1481,1
low,low,3,more,med,high,vgood,1670,1
low,low,4,more,med,high,vgood,1697,1
low,low,2,more,big,high,vgood,1646,1
med,low,3,more,med,high,vgood,1238,1
med,low,4,more,big,high,vgood,1268,1
low,low,5more,4,med,high,vgood,1715,1
med,med,4,more,med,high,vgood,1157,1
med,med,2,4,big,high,vgood,1097,1
med,low,5more,more,big,high,vgood,1295,1
low,high,4,4,med,high,vgood,1472,1
low,low,2,4,big,med,good,1636,1
low,low,4,4,big,med,good,1690,1
low,med,5more,more,big,med,good,1618,1
low,med,5more,4,big,med,good,1609,1
low,low,4,4,med,med,good,1687,1
low,med,2,4,med,high,good,1526,1
low,low,3,more,med,med,good,1669,1
low,med,3,4,small,high,good,1550,1
low,low,4,more,small,high,good,1694,1
low,low,2,more,big,med,good,1645,1
med,low,5more,4,small,high,good,1280,1
low,med,4,more,med,med,good,1588,1
low,med,3,more,small,high,good,1559,1
low,med,3,more,med,med,good,1561,1
low,med,5more,4,small,high,good,1604,1
med,low,2,4,big,med,good,1204,1
low,med,2,more,big,med,good,1537,1
low,low,5more,4,med,med,good,1714,1
med,low,4,more,med,med,good,1264,1
low,med,4,more,big,med,good,1591,1
med,low,2,more,big,med,good,1213,1
low,low,2,4,small,high,good,1631,1
med,low,3,4,big,med,good,1231,1
med,low,5more,more,small,high,good,1289,1
low,med,5more,more,small,high,good,1613,1
low,low,4,4,small,high,good,1685,1
low,low,4,more,med,med,good,1696,1
low,med,2,more,med,high,good,1535,1
