buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
high,low,4,4,big,med,acc,826,1
vhigh,low,4,more,small,high,acc,398,1
low,high,5more,4,small,med,acc,1495,1
low,vhigh,3,more,big,high,acc,1349,1
low,high,5more,more,med,med,acc,1507,1
high,med,2,more,big,med,acc,673,1
low,high,2,4,big,high,vgood,1421,1
med,low,2,4,big,high,vgood,1205,1
low,high,2,more,big,high,vgood,1430,1
med,low,4,more,big,high,vgood,1268,1
low,med,4,4,med,high,vgood,1580,1
low,high,4,4,med,high,vgood,1472,1
low,med,3,more,big,high,vgood,1565,1
med,med,3,4,big,high,vgood,1124,1
low,med,5more,4,med,high,vgood,1607,1
low,high,4,more,med,high,vgood,1481,1
med,med,2,more,big,high,vgood,1106,1
low,low,4,more,med,high,vgood,1697,1
med,low,5more,more,big,high,vgood,1295,1
low,med,2,more,big,high,vgood,1538,1
med,med,4,4,med,high,vgood,1148,1
med,med,4,more,med,high,vgood,1157,1
med,low,4,4,med,high,vgood,1256,1
low,med,5more,more,med,high,vgood,1616,1
low,high,3,more,med,high,vgood,1454,1
low,med,3,4,big,high,vgood,1556,1
low,med,4,4,big,high,vgood,1583,1
low,low,5more,4,med,high,vgood,1715,1
low,low,5more,more,big,high,vgood,1727,1
low,high,5more,more,big,high,vgood,1511,1
low,high,4,4,big,high,vgood,1475,1
low,low,4,more,big,high,vgood,1700,1
low,med,3,4,big,med,good,1555,1
low,med,5more,4,med,med,good,1606,1
low,med,5more,more,med,med,good,1615,1
low,med,2,more,med,high,good,1535,1
low,low,4,4,small,high,good,1685,1
low,low,2,4,small,high,good,1631,1
low,med,4,4,big,med,good,1582,1
low,med,5more,more,big,med,good,1618,1
med,low,4,4,big,med,good,1258,1
med,low,2,4,small,high,good,1199,1
low,med,5more,more,small,high,good,1613,1
low,low,2,more,big,med,good,1645,1
med,low,4,more,med,med,good,1264,1
low,med,2,4,small,high,good,1523,1
med,low,3,more,med,med,good,1237,1
med,low,5more,more,med,med,good,1291,1
low,low,5more,4,med,med,good,1714,1
low,med,2,more,big,med,good,1537,1
low,med,3,4,small,high,good,1550,1
med,low,2,more,med,high,good,1211,1
med,low,5more,more,small,high,good,1289,1
low,low,4,4,med,med,good,1687,1
low,low,4,more,med,med,good,1696,1
low,med,3,more,small,high,good,1559,1
med,low,3,4,big,med,good,1231,1
med,low,2,more,big,med,good,1213,1
low,low,2,4,big,med,good,1636,1
low,low,4,more,big,med,good,1699,1
