buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
vhigh,low,5more,more,big,med,acc,430,2
med,med,4,4,small,med,acc,1144,2
med,vhigh,3,4,big,high,acc,908,2
low,high,3,4,med,med,acc,1444,2
high,med,3,4,med,high,acc,689,2
vhigh,med,2,4,small,high,acc,227,2
low,vhigh,3,more,med,high,acc,1346,2
low,med,4,more,med,high,vgood,1589,2
low,med,5more,more,big,high,vgood,1619,2
med,med,5more,4,big,high,vgood,1178,2
med,med,5more,more,big,high,vgood,1187,2
low,high,5more,more,big,high,vgood,1511,2
low,high,5more,4,med,high,vgood,1499,2
med,med,3,4,big,high,vgood,1124,2
low,low,5more,4,med,high,vgood,1715,2
low,med,4,4,big,high,vgood,1583,2
low,med,2,more,big,high,vgood,1538,2
med,med,5more,more,med,high,vgood,1184,2
low,med,2,4,big,high,vgood,1529,2
low,high,2,4,big,high,vgood,1421,2
low,low,2,4,big,high,vgood,1637,2
med,low,4,more,med,high,vgood,1265,2
med,med,4,more,big,high,vgood,1160,2
med,low,4,4,big,high,vgood,1259,2
low,high,5more,4,big,high,vgood,1502,2
med,med,2,more,big,high,vgood,1106,2
low,med,3,4,big,high,vgood,1556,2
low,low,5more,more,big,high,vgood,1727,2
med,low,5more,more,big,high,vgood,1295,2
low,med,5more,4,med,high,vgood,1607,2
low,high,3,more,med,high,vgood,1454,2
low,low,5more,4,big,high,vgood,1718,2
med,med,4,4,med,high,vgood,1148,2
low,med,3,4,small,high,good,1550,2
med,low,5more,more,med,med,good,1291,2
low,low,5more,4,med,med,good,1714,2
low,low,4,more,med,med,good,1696,2
med,low,4,more,small,high,good,1262,2
low,med,4,more,med,med,good,1588,2
low,low,3,4,small,high,good,1658,2
med,low,4,4,big,med,good,1258,2
med,low,2,more,big,med,good,1213,2
low,med,3,more,small,high,good,1559,2
low,low,4,4,small,high,good,1685,2
low,low,5more,more,big,med,good,1726,2
low,low,2,4,small,high,good,1631,2
low,low,5more,more,small,high,good,1721,2
low,low,3,more,small,high,good,1667,2
med,low,3,4,big,med,good,1231,2
med,low,2,4,big,med,good,1204,2
med,low,5more,4,med,med,good,1282,2
med,low,4,4,med,med,good,1255,2
low,low,4,more,small,high,good,1694,2
low,low,3,4,med,high,good,1661,2
low,med,2,4,big,med,good,1528,2
low,med,2,4,med,high,good,1526,2
low,med,5more,more,big,med,good,1618,2
med,low,4,4,small,high,good,1253,2
med,low,5more,more,small,high,good,1289,2
low,low,4,more,big,med,good,1699,2
low,low,5more,4,big,med,good,1717,2
