buying,maint,doors,persons,lug_boot,safety,CAR,sampleNum,set
high,low,2,more,big,med,acc,781,2
med,vhigh,4,4,big,high,acc,935,2
high,med,2,more,big,high,acc,674,2
low,low,5more,4,small,med,acc,1711,2
low,low,3,more,small,med,acc,1666,2
low,vhigh,5more,more,big,high,acc,1403,2
med,low,4,more,big,high,vgood,1268,2
low,med,5more,4,med,high,vgood,1607,2
low,high,3,more,med,high,vgood,1454,2
med,med,2,4,big,high,vgood,1097,2
low,low,2,more,big,high,vgood,1646,2
low,low,3,more,med,high,vgood,1670,2
low,high,4,more,med,high,vgood,1481,2
low,med,3,4,big,high,vgood,1556,2
low,med,2,4,big,high,vgood,1529,2
low,low,5more,4,med,high,vgood,1715,2
med,low,2,more,big,high,vgood,1214,2
low,low,5more,more,big,high,vgood,1727,2
low,med,4,4,med,high,vgood,1580,2
med,med,3,4,big,high,vgood,1124,2
low,high,4,4,big,high,vgood,1475,2
med,low,5more,4,med,high,vgood,1283,2
low,low,5more,4,big,high,vgood,1718,2
med,med,4,4,big,high,vgood,1151,2
med,low,3,more,med,high,vgood,1238,2
low,high,3,more,big,high,vgood,1457,2
med,med,5more,more,big,high,vgood,1187,2
med,med,5more,more,med,high,vgood,1184,2
low,med,5more,more,big,high,vgood,1619,2
med,med,4,4,med,high,vgood,1148,2
med,med,3,more,med,high,vgood,1130,2
med,med,4,more,big,high,vgood,1160,2
low,low,5more,4,big,med,good,1717,2
low,med,5more,4,small,high,good,1604,2
med,low,4,4,med,med,good,1255,2
low,low,4,4,big,med,good,1690,2
low,med,3,4,small,high,good,1550,2
low,med,3,more,small,high,good,1559,2
med,low,5more,more,small,high,good,1289,2
low,low,2,4,small,high,good,1631,2
low,med,4,4,big,med,good,1582,2
low,low,3,4,small,high,good,1658,2
med,low,5more,more,med,med,good,1291,2
low,med,2,more,med,high,good,1535,2
low,med,4,more,big,med,good,1591,2
low,low,4,more,med,med,good,1696,2
low,med,3,4,big,med,good,1555,2
med,low,4,more,small,high,good,1262,2
low,med,2,4,small,high,good,1523,2
low,med,2,4,med,high,good,1526,2
med,low,5more,4,small,high,good,1280,2
low,med,4,more,small,high,good,1586,2
low,med,5more,4,med,med,good,1606,2
med,low,4,4,small,high,good,1253,2
low,med,5more,more,big,med,good,1618,2
low,low,4,more,small,high,good,1694,2
low,low,4,4,small,high,good,1685,2
low,med,3,more,big,med,good,1564,2
low,low,3,4,med,high,good,1661,2
low,low,5more,more,big,med,good,1726,2
